Game_ID,date,GameId,home_team,visiting_team,home_open,visiting_open,Game_Number
20150410CINSTL1,20150410,17177,CIN,STL,,,1
20150410ATLNYM1,20150410,17178,ATL,NYM,,,1
20150410MILPIT1,20150410,17179,MIL,PIT,,,1
20150410ARILAD1,20150410,17180,ARI,LAD,,,1
20150410LAAKC1,20150410,17166,LAA,KC,,,1
20150410OAKSEA1,20150410,17172,OAK,SEA,,,1
20150410SDSF1,20150410,17173,SD,SF,,,1
20150411NYYBOS1,20150411,17185,NYY,BOS,,,1
20150411CINSTL1,20150411,17188,CIN,STL,,,1
20150411CHWMIN1,20150411,17182,CHW,MIN,,,1
20150411OAKSEA1,20150411,17186,OAK,SEA,,,1
20150411CLEDET1,20150411,17183,CLE,DET,,,1
20150411MIATB1,20150411,17190,MIA,TB,,,1
20150411BALTOR1,20150411,17187,BAL,TOR,,,1
20150411PHIWSH1,20150411,17191,PHI,WSH,,,1
20150411MILPIT1,20150411,17192,MIL,PIT,,,1
20150411ATLNYM1,20150411,17193,ATL,NYM,,,1
20150411TEXHOU1,20150411,17184,TEX,HOU,,,1
20150411COLCHC1,20150411,17194,COL,CHC,,,1
20150411ARILAD1,20150411,17195,ARI,LAD,,,1
20150411SDSF1,20150411,17189,SD,SF,,,1
20150411LAAKC1,20150411,17181,LAA,KC,,,1
20150412CLEDET1,20150412,17198,CLE,DET,,,1
20150412MIATB1,20150412,17204,MIA,TB,,,1
20150412CINSTL1,20150412,17205,CIN,STL,,,1
20150412BALTOR1,20150412,17200,BAL,TOR,,,1
20150412ATLNYM1,20150412,17206,ATL,NYM,,,1
20150412PHIWSH1,20150412,17207,PHI,WSH,,,1
20150412CHWMIN1,20150412,17197,CHW,MIN,,,1
20150412MILPIT1,20150412,17208,MIL,PIT,,,1
20150412TEXHOU1,20150412,17199,TEX,HOU,,,1
20150412LAAKC1,20150412,17196,LAA,KC,,,1
20150412OAKSEA1,20150412,17201,OAK,SEA,,,1
20150412SDSF1,20150412,17203,SD,SF,,,1
20150412COLCHC1,20150412,17209,COL,CHC,,,1
20150412ARILAD1,20150412,17210,ARI,LAD,,,1
20150412NYYBOS1,20150412,17202,NYY,BOS,,,1
20150413NYMPHI1,20150413,17218,NYM,PHI,,,1
20150413PITDET1,20150413,17219,PIT,DET,,,1
20150413BOSWSH1,20150413,17213,BOS,WSH,,,1
20150413MINKC1,20150413,17214,MIN,KC,,,1
20150413STLMIL1,20150413,17220,STL,MIL,,,1
20150413SFCOL1,20150413,17221,SF,COL,,,1
20150413BALNYY1,20150413,17215,BAL,NYY,,,1
20150413TORTB1,20150413,17216,TOR,TB,,,1
20150413ATLMIA1,20150413,17222,ATL,MIA,,,1
20150413TEXLAA1,20150413,17211,TEX,LAA,,,1
20150413CHCCIN1,20150413,17223,CHC,CIN,,,1
20150413HOUOAK1,20150413,17212,HOU,OAK,,,1
20150413SDARI1,20150413,17217,SD,ARI,,,1
20150413LADSEA1,20150413,17224,LAD,SEA,,,1
20150414BOSWSH1,20150414,17228,BOS,WSH,,,1
20150414BALNYY1,20150414,17229,BAL,NYY,,,1
20150414PITDET1,20150414,17232,PIT,DET,,,1
20150414TORTB1,20150414,17230,TOR,TB,,,1
20150414CLECHW1,20150414,17225,CLE,CHW,,,1
20150414ATLMIA1,20150414,17233,ATL,MIA,,,1
20150414NYMPHI1,20150414,17234,NYM,PHI,,,1
20150414TEXLAA1,20150414,17226,TEX,LAA,,,1
20150414CHCCIN1,20150414,17235,CHC,CIN,,,1
20150414HOUOAK1,20150414,17227,HOU,OAK,,,1
20150414SDARI1,20150414,17231,SD,ARI,,,1
20150414LADSEA1,20150414,17236,LAD,SEA,,,1
20150414SFCOL1,20150414,17237,SF,COL,,,1
20150415CLECHW1,20150415,17238,CLE,CHW,,,1
20150415ATLMIA1,20150415,17246,ATL,MIA,,,1
20150415BOSWSH1,20150415,17241,BOS,WSH,,,1
20150415TEXLAA1,20150415,17239,TEX,LAA,,,1
20150415BALNYY1,20150415,17242,BAL,NYY,,,1
20150415PITDET1,20150415,17247,PIT,DET,,,1
20150415TORTB1,20150415,17243,TOR,TB,,,1
20150415NYMPHI1,20150415,17248,NYM,PHI,,,1
20150415CHCCIN1,20150415,17249,CHC,CIN,,,1
20150415HOUOAK1,20150415,17240,HOU,OAK,,,1
20150415MINKC1,20150415,17244,MIN,KC,,,1
20150415STLMIL1,20150415,17250,STL,MIL,,,1
20150415SDARI1,20150415,17245,SD,ARI,,,1
20150415LADSEA1,20150415,17251,LAD,SEA,,,1
20150415SFCOL1,20150415,17252,SF,COL,,,1
20150416MINKC1,20150416,17253,MIN,KC,,,1
20150416STLMIL1,20150416,17255,STL,MIL,,,1
20150416WSHPHI1,20150416,17256,WSH,PHI,,,1
20150416TORTB1,20150416,17254,TOR,TB,,,1
20150416NYMMIA1,20150416,17257,NYM,MIA,,,1
20150416SFARI1,20150416,17258,SF,ARI,,,1
20150417DETCHW1,20150417,17261,DET,CHW,,,1
20150417CHCSD1,20150417,17267,CHC,SD,,,1
20150417WSHPHI1,20150417,17268,WSH,PHI,,,1
20150417PITMIL1,20150417,17269,PIT,MIL,,,1
20150417TORATL1,20150417,17262,TOR,ATL,,,1
20150417BOSBAL1,20150417,17263,BOS,BAL,,,1
20150417TBNYY1,20150417,17264,TB,NYY,,,1
20150417NYMMIA1,20150417,17270,NYM,MIA,,,1
20150417KCOAK1,20150417,17259,KC,OAK,,,1
20150417HOULAA1,20150417,17260,HOU,LAA,,,1
20150417MINCLE1,20150417,17265,MIN,CLE,,,1
20150417STLCIN1,20150417,17271,STL,CIN,,,1
20150417SEATEX1,20150417,17266,SEA,TEX,,,1
20150417LADCOL1,20150417,17272,LAD,COL,,,1
20150417SFARI1,20150417,17273,SF,ARI,,,1
20150418WSHPHI1,20150418,17283,WSH,PHI,,,1
20150418TORATL1,20150418,17279,TOR,ATL,,,1
20150418DETCHW1,20150418,17280,DET,CHW,,,1
20150418MINCLE1,20150418,17276,MIN,CLE,,,1
20150418STLCIN1,20150418,17285,STL,CIN,,,1
20150418CHCSD1,20150418,17282,CHC,SD,,,1
20150418BOSBAL1,20150418,17274,BOS,BAL,,,1
20150418PITMIL1,20150418,17286,PIT,MIL,,,1
20150418KCOAK1,20150418,17275,KC,OAK,,,1
20150418HOULAA1,20150418,17277,HOU,LAA,,,1
20150418TBNYY1,20150418,17278,TB,NYY,,,1
20150418NYMMIA1,20150418,17287,NYM,MIA,,,1
20150418SFARI1,20150418,17284,SF,ARI,,,1
20150418SEATEX1,20150418,17281,SEA,TEX,,,1
20150418LADCOL1,20150418,17288,LAD,COL,,,1
20150419TORATL1,20150419,17292,TOR,ATL,,,1
20150419DETCHW1,20150419,17293,DET,CHW,,,1
20150419TBNYY1,20150419,17294,TB,NYY,,,1
20150419NYMMIA1,20150419,17298,NYM,MIA,,,1
20150419BOSBAL1,20150419,17289,BOS,BAL,,,1
20150419WSHPHI1,20150419,17299,WSH,PHI,,,1
20150419PITMIL1,20150419,17300,PIT,MIL,,,1
20150419KCOAK1,20150419,17290,KC,OAK,,,1
20150419HOULAA1,20150419,17291,HOU,LAA,,,1
20150419MINCLE1,20150419,17295,MIN,CLE,,,1
20150419CHCSD1,20150419,17297,CHC,SD,,,1
20150419SFARI1,20150419,17301,SF,ARI,,,1
20150419SEATEX1,20150419,17296,SEA,TEX,,,1
20150419LADCOL1,20150419,17302,LAD,COL,,,1
20150419STLCIN1,20150419,17303,STL,CIN,,,1
20150420BOSBAL1,20150420,17307,BOS,BAL,,,1
20150420DETNYY1,20150420,17308,DET,NYY,,,1
20150420PITCHC1,20150420,17310,PIT,CHC,,,1
20150420MILCIN1,20150420,17311,MIL,CIN,,,1
20150420CHWCLE1,20150420,17305,CHW,CLE,,,1
20150420KCMIN1,20150420,17306,KC,MIN,,,1
20150420COLSD1,20150420,17312,COL,SD,,,1
20150420LAAOAK1,20150420,17304,LAA,OAK,,,1
20150420SEAHOU1,20150420,17309,SEA,HOU,,,1
20150421WSHSTL1,20150421,17320,WSH,STL,,,1
20150421PHIMIA1,20150421,17321,PHI,MIA,,,1
20150421PITCHC1,20150421,17322,PIT,CHC,,,1
20150421TORBAL1,20150421,17316,TOR,BAL,,,1
20150421DETNYY1,20150421,17317,DET,NYY,,,1
20150421TBBOS1,20150421,17318,TB,BOS,,,1
20150421NYMATL1,20150421,17323,NYM,ATL,,,1
20150421CHWCLE1,20150421,17314,CHW,CLE,,,1
20150421KCMIN1,20150421,17315,KC,MIN,,,1
20150421MILCIN1,20150421,17324,MIL,CIN,,,1
20150421COLSD1,20150421,17325,COL,SD,,,1
20150421ARITEX1,20150421,17326,ARI,TEX,,,1
20150421LAAOAK1,20150421,17313,LAA,OAK,,,1
20150421SEAHOU1,20150421,17319,SEA,HOU,,,1
20150421SFLAD1,20150421,17327,SF,LAD,,,1
20150422CHWCLE1,20150422,17329,CHW,CLE,,,1
20150422WSHSTL1,20150422,17335,WSH,STL,,,1
20150422PHIMIA1,20150422,17336,PHI,MIA,,,1
20150422PITCHC1,20150422,17337,PIT,CHC,,,1
20150422TORBAL1,20150422,17331,TOR,BAL,,,1
20150422DETNYY1,20150422,17332,DET,NYY,,,1
20150422TBBOS1,20150422,17333,TB,BOS,,,1
20150422NYMATL1,20150422,17338,NYM,ATL,,,1
20150422KCMIN1,20150422,17330,KC,MIN,,,1
20150422MILCIN1,20150422,17339,MIL,CIN,,,1
20150422COLSD1,20150422,17340,COL,SD,,,1
20150422ARITEX1,20150422,17341,ARI,TEX,,,1
20150422LAAOAK1,20150422,17328,LAA,OAK,,,1
20150422SEAHOU1,20150422,17334,SEA,HOU,,,1
20150422SFLAD1,20150422,17342,SF,LAD,,,1
20150423PITCHC1,20150423,17348,PIT,CHC,,,1
20150423PHIMIA1,20150423,17349,PHI,MIA,,,1
20150423DETNYY1,20150423,17345,DET,NYY,,,1
20150423NYMATL1,20150423,17350,NYM,ATL,,,1
20150423MILCIN1,20150423,17351,MIL,CIN,,,1
20150423COLSD1,20150423,17352,COL,SD,,,1
20150423SFLAD1,20150423,17353,SF,LAD,,,1
20150423WSHSTL1,20150423,17354,WSH,STL,,,1
20150423LAAOAK1,20150423,17343,LAA,OAK,,,1
20150423TORBAL1,20150423,17346,TOR,BAL,,,1
20150423TBBOS1,20150423,17347,TB,BOS,,,1
20150423CHWKC1,20150423,17344,CHW,KC,,,1
20150424CHWKC1,20150424,17356,CHW,KC,,,1
20150424BALBOS1,20150424,17357,BAL,BOS,,,1
20150424NYYNYM1,20150424,17358,NYY,NYM,,,1
20150424PHIATL1,20150424,17365,PHI,ATL,,,1
20150424DETCLE1,20150424,17359,DET,CLE,,,1
20150424TBTOR1,20150424,17360,TB,TOR,,,1
20150424MIAWSH1,20150424,17364,MIA,WSH,,,1
20150424CINCHC1,20150424,17366,CIN,CHC,,,1
20150424MILSTL1,20150424,17367,MIL,STL,,,1
20150424COLSF1,20150424,17368,COL,SF,,,1
20150424ARIPIT1,20150424,17369,ARI,PIT,,,1
20150424LAATEX1,20150424,17355,LAA,TEX,,,1
20150424OAKHOU1,20150424,17361,OAK,HOU,,,1
20150424SEAMIN1,20150424,17362,SEA,MIN,,,1
20150424SDLAD1,20150424,17363,SD,LAD,,,1
20150425DETCLE1,20150425,17374,DET,CLE,,,1
20150425CINCHC1,20150425,17378,CIN,CHC,,,1
20150425CHWKC1,20150425,17371,CHW,KC,,,1
20150425NYYNYM1,20150425,17372,NYY,NYM,,,1
20150425OAKHOU1,20150425,17375,OAK,HOU,,,1
20150425MIAWSH1,20150425,17380,MIA,WSH,,,1
20150425TBTOR1,20150425,17373,TB,TOR,,,1
20150425BALBOS1,20150425,17376,BAL,BOS,,,1
20150425PHIATL1,20150425,17381,PHI,ATL,,,1
20150425MILSTL1,20150425,17382,MIL,STL,,,1
20150425COLSF1,20150425,17383,COL,SF,,,1
20150425ARIPIT1,20150425,17384,ARI,PIT,,,1
20150425SDLAD1,20150425,17379,SD,LAD,,,1
20150425LAATEX1,20150425,17370,LAA,TEX,,,1
20150425SEAMIN1,20150425,17377,SEA,MIN,,,1
20150426DETCLE1,20150426,17388,DET,CLE,,,1
20150426TBTOR1,20150426,17389,TB,TOR,,,1
20150426MIAWSH1,20150426,17394,MIA,WSH,,,1
20150426CINCHC1,20150426,17395,CIN,CHC,,,1
20150426BALBOS1,20150426,17390,BAL,BOS,,,1
20150426PHIATL1,20150426,17396,PHI,ATL,,,1
20150426MILSTL1,20150426,17397,MIL,STL,,,1
20150426CHWKC1,20150426,17386,CHW,KC,,,1
20150426LAATEX1,20150426,17385,LAA,TEX,,,1
20150426OAKHOU1,20150426,17391,OAK,HOU,,,1
20150426SEAMIN1,20150426,17392,SEA,MIN,,,1
20150426SDLAD1,20150426,17393,SD,LAD,,,1
20150426COLSF1,20150426,17398,COL,SF,,,1
20150426ARIPIT1,20150426,17399,ARI,PIT,,,1
20150426NYYNYM1,20150426,17387,NYY,NYM,,,1
20150427CLEKC1,20150427,17400,CLE,KC,,,1
20150427BOSTOR1,20150427,17402,BOS,TOR,,,1
20150427ATLWSH1,20150427,17408,ATL,WSH,,,1
20150427BALCHW1,20150427,17403,BAL,CHW,,,1
20150427NYYTB1,20150427,17404,NYY,TB,,,1
20150427MIANYM1,20150427,17407,MIA,NYM,,,1
20150427CINMIL1,20150427,17409,CIN,MIL,,,1
20150427TEXSEA1,20150427,17401,TEX,SEA,,,1
20150427CHCPIT1,20150427,17410,CHC,PIT,,,1
20150427MINDET1,20150427,17405,MIN,DET,,,1
20150427STLPHI1,20150427,17411,STL,PHI,,,1
20150427ARICOL1,20150427,17412,ARI,COL,,,1
20150427SDHOU1,20150427,17406,SD,HOU,,,1
20150427LADSF1,20150427,17413,LAD,SF,,,1
20150428CLEKC1,20150428,17414,CLE,KC,,,1
20150428BOSTOR1,20150428,17416,BOS,TOR,,,1
20150428BALCHW1,20150428,17417,BAL,CHW,,,1
20150428NYYTB1,20150428,17418,NYY,TB,,,1
20150428MIANYM1,20150428,17422,MIA,NYM,,,1
20150428ATLWSH1,20150428,17423,ATL,WSH,,,1
20150428CINMIL1,20150428,17424,CIN,MIL,,,1
20150428TEXSEA1,20150428,17415,TEX,SEA,,,1
20150428CHCPIT1,20150428,17425,CHC,PIT,,,1
20150428MINDET1,20150428,17419,MIN,DET,,,1
20150428STLPHI1,20150428,17426,STL,PHI,,,1
20150428ARICOL1,20150428,17427,ARI,COL,,,1
20150428OAKLAA1,20150428,17420,OAK,LAA,,,1
20150428SDHOU1,20150428,17421,SD,HOU,,,1
20150428LADSF1,20150428,17428,LAD,SF,,,1
20150429CINMIL1,20150429,17438,CIN,MIL,,,1
20150429NYYTB1,20150429,17431,NYY,TB,,,1
20150429MINDET1,20150429,17432,MIN,DET,,,1
20150429BALCHW1,20150429,17434,BAL,CHW,,,1
20150429SDHOU1,20150429,17436,SD,HOU,,,1
20150429CLEKC1,20150429,17429,CLE,KC,,,1
20150429BOSTOR1,20150429,17433,BOS,TOR,,,1
20150429MIANYM1,20150429,17437,MIA,NYM,,,1
20150429ATLWSH1,20150429,17439,ATL,WSH,,,1
20150429STLPHI1,20150429,17441,STL,PHI,,,1
20150429TEXSEA1,20150429,17430,TEX,SEA,,,1
20150429CHCPIT1,20150429,17440,CHC,PIT,,,1
20150429ARICOL1,20150429,17442,ARI,COL,,,1
20150429OAKLAA1,20150429,17435,OAK,LAA,,,1
20150429LADSF1,20150429,17443,LAD,SF,,,1
20150430STLPHI1,20150430,17449,STL,PHI,,,1
20150430OAKLAA1,20150430,17447,OAK,LAA,,,1
20150430CLETOR1,20150430,17444,CLE,TOR,,,1
20150430ATLCIN1,20150430,17450,ATL,CIN,,,1
20150430NYMWSH1,20150430,17451,NYM,WSH,,,1
20150430KCDET1,20150430,17445,KC,DET,,,1
20150430HOUSEA1,20150430,17446,HOU,SEA,,,1
20150430MINCHW1,20150430,17448,MIN,CHW,,,1
20150501CHCMIL1,20150501,17461,CHC,MIL,,,1
20150501BALTB1,20150501,17456,BAL,TB,,,1
20150501CLETOR1,20150501,17452,CLE,TOR,,,1
20150501BOSNYY1,20150501,17457,BOS,NYY,,,1
20150501MIAPHI1,20150501,17460,MIA,PHI,,,1
20150501NYMWSH1,20150501,17462,NYM,WSH,,,1
20150501ATLCIN1,20150501,17463,ATL,CIN,,,1
20150501TEXOAK1,20150501,17454,TEX,OAK,,,1
20150501KCDET1,20150501,17453,KC,DET,,,1
20150501HOUSEA1,20150501,17455,HOU,SEA,,,1
20150501MINCHW1,20150501,17458,MIN,CHW,,,1
20150501STLPIT1,20150501,17464,STL,PIT,,,1
20150501SDCOL1,20150501,17459,SD,COL,,,1
20150501LADARI1,20150501,17465,LAD,ARI,,,1
20150501SFLAA1,20150501,17466,SF,LAA,,,1
20150502BOSNYY1,20150502,17467,BOS,NYY,,,1
20150502MINCHW1,20150502,17470,MIN,CHW,,,1
20150502STLPIT1,20150502,17478,STL,PIT,,,1
20150502CHCMIL1,20150502,17474,CHC,MIL,,,1
20150502SFLAA1,20150502,17476,SF,LAA,,,1
20150502CLETOR1,20150502,17468,CLE,TOR,,,1
20150502MIAPHI1,20150502,17477,MIA,PHI,,,1
20150502BALTB1,20150502,17473,BAL,TB,,,1
20150502KCDET1,20150502,17469,KC,DET,,,1
20150502HOUSEA1,20150502,17472,HOU,SEA,,,1
20150502ATLCIN1,20150502,17479,ATL,CIN,,,1
20150502NYMWSH1,20150502,17480,NYM,WSH,,,1
20150502TEXOAK1,20150502,17471,TEX,OAK,,,1
20150502SDCOL1,20150502,17475,SD,COL,,,1
20150502LADARI1,20150502,17481,LAD,ARI,,,1
20150503CLETOR1,20150503,17483,CLE,TOR,,,1
20150503MIAPHI1,20150503,17491,MIA,PHI,,,1
20150503NYMWSH1,20150503,17492,NYM,WSH,,,1
20150503BALTB1,20150503,17487,BAL,TB,,,1
20150503ATLCIN1,20150503,17493,ATL,CIN,,,1
20150503KCDET1,20150503,17484,KC,DET,,,1
20150503HOUSEA1,20150503,17486,HOU,SEA,,,1
20150503MINCHW1,20150503,17488,MIN,CHW,,,1
20150503STLPIT1,20150503,17494,STL,PIT,,,1
20150503CHCMIL1,20150503,17489,CHC,MIL,,,1
20150503TEXOAK1,20150503,17485,TEX,OAK,,,1
20150503SFLAA1,20150503,17495,SF,LAA,,,1
20150503SDCOL1,20150503,17490,SD,COL,,,1
20150503LADARI1,20150503,17496,LAD,ARI,,,1
20150503BOSNYY1,20150503,17482,BOS,NYY,,,1
20150504WSHMIA1,20150504,17502,WSH,MIA,,,1
20150504TORNYY1,20150504,17499,TOR,NYY,,,1
20150504BOSTB1,20150504,17500,BOS,TB,,,1
20150504ATLPHI1,20150504,17503,ATL,PHI,,,1
20150504MILLAD1,20150504,17504,MIL,LAD,,,1
20150504STLCHC1,20150504,17505,STL,CHC,,,1
20150504HOUTEX1,20150504,17498,HOU,TEX,,,1
20150504MINOAK1,20150504,17501,MIN,OAK,,,1
20150504COLARI1,20150504,17506,COL,ARI,,,1
20150504LAASEA1,20150504,17497,LAA,SEA,,,1
20150504SFSD1,20150504,17507,SF,SD,,,1
20150505WSHMIA1,20150505,17515,WSH,MIA,,,1
20150505PITCIN1,20150505,17516,PIT,CIN,,,1
20150505TORNYY1,20150505,17512,TOR,NYY,,,1
20150505BOSTB1,20150505,17513,BOS,TB,,,1
20150505ATLPHI1,20150505,17517,ATL,PHI,,,1
20150505NYMBAL1,20150505,17518,NYM,BAL,,,1
20150505CHWDET1,20150505,17509,CHW,DET,,,1
20150505KCCLE1,20150505,17510,KC,CLE,,,1
20150505HOUTEX1,20150505,17511,HOU,TEX,,,1
20150505MINOAK1,20150505,17514,MIN,OAK,,,1
20150505MILLAD1,20150505,17519,MIL,LAD,,,1
20150505STLCHC1,20150505,17520,STL,CHC,,,1
20150505COLARI1,20150505,17521,COL,ARI,,,1
20150505LAASEA1,20150505,17508,LAA,SEA,,,1
20150505SFSD1,20150505,17522,SF,SD,,,1
20150506WSHMIA1,20150506,17530,WSH,MIA,,,1
20150506COLARI1,20150506,17531,COL,ARI,,,1
20150506SFSD1,20150506,17532,SF,SD,,,1
20150506PITCIN1,20150506,17533,PIT,CIN,,,1
20150506TORNYY1,20150506,17527,TOR,NYY,,,1
20150506BOSTB1,20150506,17528,BOS,TB,,,1
20150506ATLPHI1,20150506,17534,ATL,PHI,,,1
20150506NYMBAL1,20150506,17535,NYM,BAL,,,1
20150506COLARI2,20150506,44849,COL,ARI,,,2
20150506CHWDET1,20150506,17524,CHW,DET,,,1
20150506KCCLE1,20150506,17525,KC,CLE,,,1
20150506HOUTEX1,20150506,17526,HOU,TEX,,,1
20150506MINOAK1,20150506,17529,MIN,OAK,,,1
20150506MILLAD1,20150506,17536,MIL,LAD,,,1
20150506STLCHC1,20150506,17537,STL,CHC,,,1
20150506LAASEA1,20150506,17523,LAA,SEA,,,1
20150507MINOAK1,20150507,17541,MIN,OAK,,,1
20150507MILLAD1,20150507,17544,MIL,LAD,,,1
20150507STLCHC1,20150507,17545,STL,CHC,,,1
20150507CHWDET1,20150507,17539,CHW,DET,,,1
20150507KCCLE1,20150507,17540,KC,CLE,,,1
20150507NYYBAL1,20150507,17542,NYY,BAL,,,1
20150507PITCIN1,20150507,17546,PIT,CIN,,,1
20150507TBTEX1,20150507,17543,TB,TEX,,,1
20150507ARISD1,20150507,17547,ARI,SD,,,1
20150507LAAHOU1,20150507,17538,LAA,HOU,,,1
20150507SFMIA1,20150507,17548,SF,MIA,,,1
20150508NYYBAL1,20150508,17552,NYY,BAL,,,1
20150508WSHATL1,20150508,17557,WSH,ATL,,,1
20150508PHINYM1,20150508,17558,PHI,NYM,,,1
20150508PITSTL1,20150508,17559,PIT,STL,,,1
20150508TORBOS1,20150508,17553,TOR,BOS,,,1
20150508DETKC1,20150508,17554,DET,KC,,,1
20150508CLEMIN1,20150508,17551,CLE,MIN,,,1
20150508TBTEX1,20150508,17555,TB,TEX,,,1
20150508CHWCIN1,20150508,17550,CHW,CIN,,,1
20150508MILCHC1,20150508,17560,MIL,CHC,,,1
20150508COLLAD1,20150508,17561,COL,LAD,,,1
20150508ARISD1,20150508,17562,ARI,SD,,,1
20150508LAAHOU1,20150508,17549,LAA,HOU,,,1
20150508SEAOAK1,20150508,17556,SEA,OAK,,,1
20150508SFMIA1,20150508,17563,SF,MIA,,,1
20150509NYYBAL1,20150509,17568,NYY,BAL,,,1
20150509TORBOS1,20150509,17569,TOR,BOS,,,1
20150509DETKC1,20150509,17570,DET,KC,,,1
20150509WSHATL1,20150509,17572,WSH,ATL,,,1
20150509CHWCIN1,20150509,17565,CHW,CIN,,,1
20150509CLEMIN1,20150509,17566,CLE,MIN,,,1
20150509TBTEX1,20150509,17567,TB,TEX,,,1
20150509PHINYM1,20150509,17574,PHI,NYM,,,1
20150509PITSTL1,20150509,17575,PIT,STL,,,1
20150509MILCHC1,20150509,17576,MIL,CHC,,,1
20150509COLLAD1,20150509,17577,COL,LAD,,,1
20150509ARISD1,20150509,17578,ARI,SD,,,1
20150509CHWCIN2,20150509,44818,CHW,CIN,,,2
20150509LAAHOU1,20150509,17564,LAA,HOU,,,1
20150509SFMIA1,20150509,17573,SF,MIA,,,1
20150509SEAOAK1,20150509,17571,SEA,OAK,,,1
20150510NYYBAL1,20150510,17582,NYY,BAL,,,1
20150510TORBOS1,20150510,17583,TOR,BOS,,,1
20150510CLEMIN1,20150510,17581,CLE,MIN,,,1
20150510TBTEX1,20150510,17585,TB,TEX,,,1
20150510WSHATL1,20150510,17587,WSH,ATL,,,1
20150510PHINYM1,20150510,17588,PHI,NYM,,,1
20150510PITSTL1,20150510,17589,PIT,STL,,,1
20150510CHWCIN1,20150510,17580,CHW,CIN,,,1
20150510MILCHC1,20150510,17590,MIL,CHC,,,1
20150510LAAHOU1,20150510,17579,LAA,HOU,,,1
20150510SFMIA1,20150510,17591,SF,MIA,,,1
20150510SEAOAK1,20150510,17586,SEA,OAK,,,1
20150510COLLAD1,20150510,17592,COL,LAD,,,1
20150510ARISD1,20150510,17593,ARI,SD,,,1
20150510DETKC1,20150510,17584,DET,KC,,,1
20150511CINATL1,20150511,17599,CIN,ATL,,,1
20150511BALTOR1,20150511,17595,BAL,TOR,,,1
20150511PHIPIT1,20150511,17598,PHI,PIT,,,1
20150511TBNYY1,20150511,17596,TB,NYY,,,1
20150511MILCHW1,20150511,17600,MIL,CHW,,,1
20150511TEXKC1,20150511,17594,TEX,KC,,,1
