"player_name","minor_playerid","Date","Team","Level","Opp","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","Spd","BABIP","wRC","wRAA","wOBA","wRC+","wBsR","gamedate","dh","UPId","PlayerId","MLBAMId","MinorMasterId","RRId","FirstName","LastName","firstLastName","Height","Weight","BirthDate","Bats","Throws","Position","BirthCity","College","Debut","LastGame","RookieSeason","Age","minSeason","maxSeason","servicetime"
"Davis Schneider","sa3004518","2023-07-21","TOR","(AAA)","@NYM",1,4,5,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0.25,0.2,0.4,0.5,0.4,0.25,0.65,0,0.142857142857143,0.5,0.606926782221111,-0.0985245870644724,0.333553874492645,86.0338229743251,-0.0110206753015518,"2023-07-21",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-20","TOR","(AAA)","@NYM",1,1,5,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0.8,0.2,4,0.8,0,0.8,0,4.28571428571429,0,1.79133334415524,1.08588197486966,0.597915267944336,253.927261629578,0.177958652377129,"2023-07-20",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-18","TOR","(AAA)","@NYM",1,4,6,1,0,0,0,1,1,3,1,0,2,1,0,0,0,0,0,0.25,0.16666667,0.33333333,0.5,0.5,1,1.5,0.75,0.142857142857143,0,2.01801718532754,1.17147554218484,0.573440690835317,238.383687521367,-0.0110206753015518,"2023-07-18",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-16","TOR","(AAA)","DET",1,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.4,0,0.142857142857143,0.25,-0.0627764955414276,-0.768227864827011,0.184075057506561,-8.89877010303373,-0.00551033765077591,"2023-07-16",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-15","TOR","(AAA)","DET",1,3,5,2,1,1,0,0,1,1,2,0,1,0,0,0,0,0,1,0.66666667,0.4,0.2,2,0.8,1,1.8,0.33333333,2.99946524700271,1,2.40133332065537,1.69588195136979,0.734068214893341,340.396719774918,-0.513765089213848,"2023-07-15",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-14","TOR","(AAA)","DET",1,4,4,2,0,1,0,1,2,3,0,0,1,0,0,0,0,0,0,0.5,0,0.25,0,0.5,1.5,2,1,2.64285714285714,0.5,2.13330577586862,1.56894468044016,0.793283343315125,378.003691811712,0,"2023-07-14",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-09","TOR","(AAA)","@WSN",1,4,5,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0.25,0.2,0.2,1,0.4,1,1.4,0.75,0.142857142857143,0,1.50080983958046,0.795358470294876,0.533069968223572,212.744620667523,-0.00551033765077591,"2023-07-09",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-07","TOR","(AAA)","@WSN",1,3,6,1,1,0,0,0,2,2,3,0,1,0,0,0,0,0,0,0.33333333,0.5,0.16666667,3,0.66666667,0.33333333,1,0,2.64285714285714,0.5,1.76883738436721,0.922295741224506,0.527092923720678,208.948655827559,-0.0220413506031036,"2023-07-07",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-06","TOR","(AAA)","@WSN",1,5,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4,0,0,0,0.4,0.4,0.8,0,7.5,0.4,0.761926775812054,0.0564754065264707,0.368150115013123,108.00557047379,0.18897932767868,"2023-07-06",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-05","TOR","(AAA)","@WSN",1,4,6,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.16666667,0,1,0.66666667,0.75,1.41666667,0.25,0.142857142857143,0.5,2.24883738863991,1.40229574549721,0.616373548905055,265.649942546397,-0.0165310129523277,"2023-07-05",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-04","TOR","(AAA)","@WSN",1,1,4,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.75,0,3,1,1,2,0,0.142857142857143,1,2.12382929112517,1.5594681956967,0.790639385581017,376.324539081268,-0.0220413506031036,"2023-07-04",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-07-01","TOR","(AAA)","BOS",1,3,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0.4,0.4,1,0.4,0,0.4,0,0.142857142857143,0,0.451926788630168,-0.253524580655416,0.298957633972168,64.0620754748605,-0.0110206753015518,"2023-07-01",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-30","TOR","(AAA)","BOS",1,5,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.4,0,2.64285714285714,0.25,-0.0627764955414276,-0.768227864827011,0.184075057506561,-8.89877010303373,-0.00551033765077591,"2023-06-30",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-29","TOR","(AAA)","BOS",1,2,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0.5,0.25,2,0.5,0,0.5,0,5,0,0.62942274200915,0.0650616465806828,0.37369704246521,111.52837201354,0.18897932767868,"2023-06-29",2,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-29","TOR","(AAA)","BOS",1,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.33333333,0,0.33333333,0,0.33333333,0.66666667,1,0.33333334,0.142857142857143,0.5,0.592215400534775,0.168944578963425,0.418392539024353,139.9140621922,0,"2023-06-29",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-25","TOR","(AAA)","@NYY",1,4,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0,0.5,0,0.25,0.5,0.75,0.25,0.142857142857143,0.5,0.414719447155793,-0.149641648272674,0.313794404268265,73.4847689741858,0,"2023-06-25",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-24","TOR","(AAA)","@NYY",1,4,5,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0.25,0.2,0.2,1,0.4,1,1.4,0.75,0.142857142857143,0,1.50080983958046,0.795358470294876,0.533069968223572,212.744620667523,-0.00551033765077591,"2023-06-24",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-23","TOR","(AAA)","@NYY",1,4,4,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0,0.25,0,0.5,0.5,1,0,2.64285714285714,0.66666667,0.939422729191036,0.375061633762569,0.460187643766403,166.457740762201,-0.0110206753015518,"2023-06-23",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-22","TOR","(AAA)","@NYY",1,4,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.25,0.2,0.2,1,0.4,0.25,0.65,0,0.142857142857143,0.33333333,0.606926782221111,-0.0985245870644724,0.333553874492645,86.0338229743251,-0.0110206753015518,"2023-06-22",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-20","TOR","(AAA)","@NYY",1,3,4,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0.33333333,0.25,0.5,0.5,0.5,0.33333333,0.83333333,0,5,1,0.784422735600093,0.220061640171626,0.416942343115807,138.993056387871,0.18897932767868,"2023-06-20",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-18","TOR","(AAA)","NYM",1,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,-0.709983813515927,-1.27434490894439,0,-100,0,"2023-06-18",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-17","TOR","(AAA)","NYM",1,3,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0.4,0.4,1,0.4,0,0.4,0,0.142857142857143,0,0.451926788630168,-0.253524580655416,0.298957633972168,64.0620754748605,-0.0110206753015518,"2023-06-17",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-16","TOR","(AAA)","NYM",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.142857142857143,0,-0.354991906757964,-0.637172454472197,0,-100,0,"2023-06-16",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-15","TOR","(AAA)","NYM",1,3,5,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0.33333333,0.4,0.2,2,0.6,0.66666667,1.26666667,0.33333334,0.142857142857143,0.5,1.57663004930189,0.871178680016305,0.54999315738678,223.492379198095,-0.0110206753015518,"2023-06-15",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-14","TOR","(AAA)","NYM",1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,0.2,1,0.2,0,0.2,0,0.142857142857143,0,-0.217776489132371,-0.923227858417954,0.149478816986084,-30.8705176024982,-0.00551033765077591,"2023-06-14",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-13","TOR","(AAA)","NYM",1,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.5,0.75,0.25,0.142857142857143,0.33333333,0.414719447155793,-0.149641648272674,0.313794404268265,73.4847689741858,0,"2023-06-13",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-11","TOR","(AAA)","@DET",1,5,6,4,1,1,0,2,4,4,1,0,0,0,0,0,0,0,0,0.8,0.16666667,0,1,0.83333333,2.2,3.03333333,1.4,2.64285714285714,0.66666667,4.99130674693951,4.14476510379681,1.12647641698519,589.611484251358,-0.0110206753015518,"2023-06-11",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-09","TOR","(AAA)","@DET",1,2,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0.5,0.5,1,0.5,0,0.5,0,2.5,0,0.62942274200915,0.0650616465806828,0.37369704246521,111.52837201354,-0.508254751563072,"2023-06-09",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-08","TOR","(AAA)","@DET",1,2,5,1,1,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0.5,0.6,0.2,3,0.8,0.5,1.3,0,4.28571428571429,1,1.94633333774619,1.2408819684606,0.632511508464813,275.899009129043,0.177958652377129,"2023-06-08",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-07","TOR","(AAA)","@DET",1,5,5,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6,0,0.2,0,0.6,0.8,1.4,0.2,0.142857142857143,0.75,1.88663003648377,1.18117866719819,0.619185638427734,267.435874197024,-0.0110206753015518,"2023-06-07",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-06","TOR","(AAA)","@DET",1,4,5,1,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0.25,0.2,0.2,1,0.4,1,1.4,0.75,2.64285714285714,0,1.50080983958046,0.795358470294876,0.533069968223572,212.744620667523,-0.00551033765077591,"2023-06-06",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-03","TOR","(AAA)","MIN",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.25,0,0,0,0,0,0.142857142857143,0,-0.709983813515927,-1.27434490894439,0,-100,0,"2023-06-03",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-02","TOR","(AAA)","MIN",1,4,5,2,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.5,0.2,0.4,0.5,0.6,0.5,1.1,0,1.60119045535714,1,1.43163005357459,0.726178684289009,0.517628931999207,202.938163551148,-0.0165310129523277,"2023-06-02",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-06-01","TOR","(AAA)","MIN",1,4,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.25,0.2,0,1,0.4,0.25,0.65,0,2.64285714285714,0.25,0.606926782221111,-0.0985245870644724,0.333553874492645,86.0338229743251,-0.0110206753015518,"2023-06-01",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-05-31","TOR","(AAA)","MIN",1,4,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0,0.5,0,0.25,0.5,0.75,0.25,0.142857142857143,0.5,0.414719447155793,-0.149641648272674,0.313794404268265,73.4847689741858,0,"2023-05-31",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-05-30","TOR","(AAA)","MIN",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.142857142857143,0,-0.709983813515927,-1.27434490894439,0,-100,0,"2023-05-30",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-05-28","TOR","(AAA)","@PHI",1,4,5,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.6,0.5,1.1,0,2.64285714285714,0.5,1.45663007493811,0.751178705652532,0.523208975791931,206.481996967878,-0.0165310129523277,"2023-05-28",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-05-27","TOR","(AAA)","@PHI",1,5,5,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.8,1,0.6,0.142857142857143,0,0.831106561817921,0.125655192532338,0.383591151237488,117.812027590164,0,"2023-05-27",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-05-26","TOR","(AAA)","@PHI",1,4,4,1,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0.25,0,0.75,0,0.25,1,1.25,0.75,0.142857142857143,0,1.0086025151969,0.444241419768437,0.47948893904686,178.715812157669,0,"2023-05-26",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
"Davis Schneider","sa3004518","2023-05-25","TOR","(AAA)","@PHI",1,4,6,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0.33333333,0.33333333,1,0.33333333,0,0.33333333,0,2.64285714285714,0,0.274430835251186,-0.572110807891514,0.249131361643473,32.4178777824076,-0.0110206753015518,"2023-05-25",1,"23565","23565","676914","sa3004518","davis schneider","Davis","Schneider","Davis Schneider","70","190","1999-01-26T00:00:00","R","R","2B","","","2023-08-04T00:00:00","2023-10-01T00:00:00","2023","25","2023","2023",NA
