Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
143,"Monday, Sep 12",boxscore,BAL,@,BOS,L,2,12,,78-65,3,3.0,Price,Miley,,2:40,N,37551,3.15,-,
144,"Tuesday, Sep 13",boxscore,BAL,@,BOS,W,6,3,,79-65,2,2.0,Bundy,Pomeranz,Britton,3:29,N,38041,2.95,+,
145,"Wednesday, Sep 14",boxscore,BAL,@,BOS,W,1,0,,80-65,2,1.0,Gausman,Porcello,Britton,2:35,N,37973,3.37,++,
146,"Thursday, Sep 15",boxscore,BAL,,TBR,L,6,7,,80-66,2,2.0,Boxberger,Gallardo,Colomé,3:27,N,19233,2.73,-,
147,"Friday, Sep 16",boxscore,BAL,,TBR,W,5,4,,81-66,2,2.0,Brach,Boxberger,Britton,2:44,N,30094,2.62,+,
148,"Saturday, Sep 17",boxscore,BAL,,TBR,L,2,5,,81-67,2,3.0,Andriese,Tillman,Colomé,3:00,N,27823,2.47,-,
149,"Sunday, Sep 18",boxscore,BAL,,TBR,W,2,1,,82-67,2,3.0,Brach,Garton,Britton,3:01,D,28427,2.41,+,
150,"Monday, Sep 19",boxscore,BAL,,BOS,L,2,5,,82-68,2,4.0,Porcello,Bundy,,2:33,N,18456,2.98,-,
151,"Tuesday, Sep 20",boxscore,BAL,,BOS,L,2,5,,82-69,3,5.0,Rodriguez,Gausman,Kimbrel,3:14,N,20387,2.62,--,
152,"Wednesday, Sep 21",boxscore,BAL,,BOS,L,1,5,,82-70,3,6.0,Buchholz,Jiménez,,2:55,N,20865,2.29,---,
153,"Thursday, Sep 22",boxscore,BAL,,BOS,L,3,5,,82-71,3,7.0,Price,Worley,Kimbrel,3:19,N,26788,2.24,----,
154,"Friday, Sep 23",boxscore,BAL,,ARI,W-wo,3,2,12,83-71,3,7.0,Drake,Koch,,4:00,N,37815,1.99,+,
155,"Saturday, Sep 24",boxscore,BAL,,ARI,W,6,1,,84-71,3,7.0,Miley,Ray,,2:36,N,40610,2.15,++,
156,"Sunday, Sep 25",boxscore,BAL,,ARI,W,2,1,,85-71,3,7.0,Bundy,Shipley,Britton,2:43,D,31229,2.37,+++,
157,"Tuesday, Sep 27",boxscore,BAL,@,TOR,L,1,5,,85-72,3,7.0,Sanchez,Gausman,,2:39,N,44762,2.43,-,
158,"Wednesday, Sep 28",boxscore,BAL,@,TOR,W,3,2,,86-72,3,6.0,Duensing,Osuna,Britton,3:04,N,44668,2.98,+,
159,"Thursday, Sep 29",boxscore,BAL,@,TOR,W,4,0,,87-72,2,5.0,Jiménez,Stroman,,2:35,N,47791,3.34,++,
160,"Friday, Sep 30",boxscore,BAL,@,NYY,W,8,1,,88-72,2,5.0,Gallardo,Pineda,,3:26,N,33955,2.34,+++,
Gm#,October,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
161,"Saturday, Oct 1",boxscore,BAL,@,NYY,L,3,7,,88-73,2,5.0,Clippard,Brach,,2:54,D,33222,1.39,-,
162,"Sunday, Oct 2",boxscore,BAL,@,NYY,W,5,2,,89-73,2,4.0,Gausman,Cessa,,2:32,D,33277,.77,+,
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
