Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
90,"Saturday, Jul 5",boxscore,BOS,@,NYY,L,1,2,,52-38,2,4.0,Mussina,Masterson,Rivera,2:58,D,54990,1.82,-,
91,"Sunday, Jul 6",boxscore,BOS,@,NYY,L-wo,4,5,10,52-39,2,5.0,Rivera,Papelbon,,3:25,N,54922,1.87,--,
92,"Monday, Jul 7",boxscore,BOS,,MIN,W,1,0,,53-39,2,4.0,Okajima,Bass,Papelbon,2:43,N,37912,1.89,+,
93,"Tuesday, Jul 8",boxscore,BOS,,MIN,W,6,5,,54-39,2,3.0,Aardsma,Guerrier,Papelbon,2:51,N,37925,1.84,++,
94,"Wednesday, Jul 9",boxscore,BOS,,MIN,W,18,5,,55-39,2,2.0,Beckett,Hernández,,3:59,D,37470,1.86,+++,
95,"Friday, Jul 11",boxscore,BOS,,BAL,L,3,7,,55-40,2,1.5,Burres,Buchholz,Sherrill,3:29,N,37779,1.74,-,
96,"Saturday, Jul 12",boxscore,BOS,,BAL,W,12,1,,56-40,2,0.5,Wakefield,Liz,,2:32,N,37539,1.80,+,
97,"Sunday, Jul 13",boxscore,BOS,,BAL,W,2,1,,57-40,1,up 0.5,Matsuzaka,Cabrera,Papelbon,3:32,D,37344,1.72,++,
98,"Friday, Jul 18",boxscore,BOS,@,LAA,L,3,11,,57-41,2,0.5,Lackey,Buchholz,,2:35,N,44260,1.58,-,
99,"Saturday, Jul 19",boxscore,BOS,@,LAA,L,2,4,,57-42,2,1.5,Arredondo,Beckett,Rodríguez,2:49,D,44005,1.68,--,
100,"Sunday, Jul 20",boxscore,BOS,@,LAA,L,3,5,,57-43,2,1.5,Oliver,Wakefield,Rodríguez,2:43,D,44164,1.68,---,
101,"Monday, Jul 21",boxscore,BOS,@,SEA,W,4,0,,58-43,2,1.5,Lester,Washburn,Papelbon,2:57,N,37861,1.71,+,
102,"Tuesday, Jul 22",boxscore,BOS,@,SEA,W,4,2,,59-43,2,0.5,Matsuzaka,Dickey,Papelbon,2:48,N,38425,1.69,++,
103,"Wednesday, Jul 23",boxscore,BOS,@,SEA,W,6,3,12,60-43,2,0.5,Papelbon,Green,Hansen,4:01,D,43231,1.57,+++,
104,"Friday, Jul 25",boxscore,BOS,,NYY,L,0,1,,60-44,2,1.0,Chamberlain,Beckett,Rivera,3:04,N,37744,1.98,-,
105,"Saturday, Jul 26",boxscore,BOS,,NYY,L,3,10,,60-45,2,2.0,Pettitte,Wakefield,,3:28,D,37225,2.15,--,
106,"Sunday, Jul 27",boxscore,BOS,,NYY,W,9,2,,61-45,2,1.0,Lester,Ponson,,2:50,N,37688,2.37,+,
107,"Monday, Jul 28",boxscore,BOS,,LAA,L,5,7,,61-46,2,1.0,Weaver,Matsuzaka,Rodríguez,3:12,N,37830,1.79,-,
108,"Tuesday, Jul 29",boxscore,BOS,,LAA,L,2,6,,61-47,2,2.0,Lackey,Buchholz,,2:28,N,38110,1.79,--,
109,"Wednesday, Jul 30",boxscore,BOS,,LAA,L,2,9,,61-48,2,3.0,Saunders,Beckett,,3:03,N,38042,1.88,---,
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
110,"Friday, Aug 1",boxscore,BOS,,OAK,W-wo,2,1,12,62-48,2,3.0,Timlin,Embree,,3:50,N,37832,1.95,+,
111,"Saturday, Aug 2",boxscore,BOS,,OAK,W,12,2,,63-48,2,3.0,Lester,Eveland,,2:32,N,37838,1.91,++,
112,"Sunday, Aug 3",boxscore,BOS,,OAK,W,5,2,,64-48,2,3.0,Matsuzaka,Braden,Papelbon,3:03,D,37317,1.91,+++,
113,"Monday, Aug 4",boxscore,BOS,@,KCR,L,3,4,,64-49,2,3.0,Meche,Buchholz,Soria,2:59,N,24378,1.83,-,
114,"Tuesday, Aug 5",boxscore,BOS,@,KCR,W,8,2,,65-49,2,3.0,Beckett,Bannister,,3:01,N,22069,1.87,+,
115,"Wednesday, Aug 6",boxscore,BOS,@,KCR,W,8,2,,66-49,2,3.0,Wakefield,Hochevar,,2:47,N,24294,1.78,++,
116,"Friday, Aug 8",boxscore,BOS,@,CHW,L,3,5,,66-50,2,3.5,Buehrle,Lester,Jenks,2:27,N,38621,1.93,-,
117,"Saturday, Aug 9",boxscore,BOS,@,CHW,W,6,2,,67-50,2,3.5,Matsuzaka,Logan,,2:54,N,39243,2.11,+,
118,"Sunday, Aug 10",boxscore,BOS,@,CHW,L,5,6,,67-51,2,4.5,Floyd,Buchholz,Jenks,3:06,D,39008,2.02,-,
119,"Monday, Aug 11",boxscore,BOS,@,CHW,W,5,1,,68-51,2,4.0,Beckett,Danks,,2:48,N,32634,2.12,+,
120,"Tuesday, Aug 12",boxscore,BOS,,TEX,W,19,17,,69-51,2,3.0,Okajima,Francisco,Papelbon,3:58,N,38004,1.88,++,
121,"Wednesday, Aug 13",boxscore,BOS,,TEX,W,8,4,,70-51,2,3.0,Lester,Mendoza,,2:53,N,37876,1.69,+++,
122,"Thursday, Aug 14",boxscore,BOS,,TEX,W,10,0,,71-51,2,3.0,Matsuzaka,Hunter,,2:56,N,37856,1.54,++++,
123,"Saturday, Aug 16",boxscore,BOS,,TOR,L,1,4,,71-52,2,3.5,Halladay,Byrd,,2:18,N,37834,1.46,-,
124,"Sunday, Aug 17",boxscore,BOS,,TOR,L,4,15,,71-53,2,4.5,Marcum,Beckett,,3:27,D,37415,1.82,--,
125,"Monday, Aug 18",boxscore,BOS,@,BAL,W,6,3,,72-53,2,4.5,Lester,Guthrie,Papelbon,3:01,N,40429,1.93,+,
126,"Tuesday, Aug 19",boxscore,BOS,@,BAL,W,7,2,,73-53,2,4.5,Matsuzaka,Cabrera,,3:21,N,48515,1.72,++,
127,"Wednesday, Aug 20",boxscore,BOS,@,BAL,L,6,11,,73-54,2,4.5,Waters,Buchholz,,3:36,N,33364,1.68,-,
128,"Friday, Aug 22",boxscore,BOS,@,TOR,W,8,4,,74-54,2,4.5,Byrd,Marcum,,3:18,N,40181,2.14,+,
129,"Saturday, Aug 23",boxscore,BOS,@,TOR,L,0,11,,74-55,2,5.5,Litsch,Lester,,3:09,D,44896,1.92,-,
130,"Sunday, Aug 24",boxscore,BOS,@,TOR,W,6,5,11,75-55,2,4.5,Papelbon,League,Delcarmen,3:42,D,44521,2.08,+,
131,"Tuesday, Aug 26",boxscore,BOS,@,NYY,W,7,3,,76-55,2,3.5,Wakefield,Pettitte,Papelbon,3:22,N,55058,2.22,++,
132,"Wednesday, Aug 27",boxscore,BOS,@,NYY,W,11,3,,77-55,2,3.5,Byrd,Ponson,,3:16,N,55027,1.84,+++,
133,"Thursday, Aug 28",boxscore,BOS,@,NYY,L-wo,2,3,,77-56,2,4.5,Rivera,Masterson,,3:21,D,55092,1.49,-,
134,"Friday, Aug 29",boxscore,BOS,,CHW,W,8,0,,78-56,2,4.5,Matsuzaka,Vazquez,,2:48,N,37755,1.87,+,
135,"Saturday, Aug 30",boxscore,BOS,,CHW,W,8,2,,79-56,2,4.5,Bowden,Buehrle,,2:40,N,37751,1.75,++,
136,"Sunday, Aug 31",boxscore,BOS,,CHW,L,2,4,,79-57,2,5.5,Floyd,Wakefield,Jenks,2:47,D,37391,1.19,-,
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
137,"Monday, Sep 1",boxscore,BOS,,BAL,W,7,4,,80-57,2,5.0,Byrd,Olson,Papelbon,2:50,N,37565,1.32,+,
138,"Tuesday, Sep 2",boxscore,BOS,,BAL,W,14,2,,81-57,2,4.0,Lester,Liz,,3:24,N,37710,1.00,++,
139,"Wednesday, Sep 3",boxscore,BOS,,BAL,W-wo,5,4,,82-57,2,3.0,Masterson,Miller,,3:03,D,37373,.73,+++,
140,"Friday, Sep 5",boxscore,BOS,@,TEX,W,8,1,,83-57,2,2.5,Beckett,Millwood,,2:58,N,30264,.50,++++,
141,"Saturday, Sep 6",boxscore,BOS,@,TEX,L,8,15,,83-58,2,2.5,Harrison,Wakefield,,3:00,N,38208,.37,-,
142,"Sunday, Sep 7",boxscore,BOS,@,TEX,W,7,2,,84-58,2,1.5,Byrd,McCarthy,,3:09,D,28644,.51,+,
143,"Monday, Sep 8",boxscore,BOS,,TBR,W,3,0,,85-58,2,0.5,Lester,Jackson,Papelbon,2:38,N,37662,.29,++,
144,"Tuesday, Sep 9",boxscore,BOS,,TBR,L,4,5,,85-59,2,1.5,Wheeler,Papelbon,Percival,3:40,N,37573,.18,-,
145,"Wednesday, Sep 10",boxscore,BOS,,TBR,L,2,4,14,85-60,2,2.5,Miller,Timlin,Hammel,5:02,N,38114,.36,--,
146,"Friday, Sep 12",boxscore,BOS,,TOR,W,7,0,,86-60,2,2.0,Wakefield,Purcey,,2:40,N,37398,.80,+,
147,"Saturday, Sep 13 (1)",boxscore,BOS,,TOR,L,1,8,,86-61,2,2.0,Burnett,Byrd,,2:35,D,37341,.30,-,2008-08-15 (Rain)
148,"Saturday, Sep 13 (2)",boxscore,BOS,,TOR,W,7,5,,87-61,2,2.0,Masterson,Downs,Papelbon,3:01,N,37846,.66,+,
149,"Sunday, Sep 14",boxscore,BOS,,TOR,W,4,3,,88-61,2,1.0,Lester,Halladay,Papelbon,2:33,D,37007,.27,++,
150,"Monday, Sep 15",boxscore,BOS,@,TBR,W,13,5,,89-61,1,Tied,Matsuzaka,Kazmir,,3:20,N,29772,.07,+++,
151,"Tuesday, Sep 16",boxscore,BOS,@,TBR,L-wo,1,2,,89-62,2,1.0,Wheeler,Masterson,,2:51,N,32079,.02,-,
152,"Wednesday, Sep 17",boxscore,BOS,@,TBR,L,3,10,,89-63,2,2.0,Balfour,Wakefield,,3:16,N,36048,.01,--,
153,"Friday, Sep 19",boxscore,BOS,@,TOR,W,4,3,,90-63,2,1.5,Delcarmen,Tallet,Papelbon,3:16,N,34982,.04,+,
154,"Saturday, Sep 20",boxscore,BOS,@,TOR,L,3,6,,90-64,2,2.5,Halladay,Lester,Ryan,2:40,D,40554,.01,-,
155,"Sunday, Sep 21",boxscore,BOS,@,TOR,W,3,0,,91-64,2,1.5,Matsuzaka,Richmond,Papelbon,2:43,D,38814,.03,+,
156,"Monday, Sep 22",boxscore,BOS,,CLE,L,3,4,,91-65,2,2.5,Jackson,Beckett,Lewis,3:09,N,37828,.01,-,
157,"Tuesday, Sep 23",boxscore,BOS,,CLE,W,5,4,,92-65,2,3.0,Wakefield,Lee,Papelbon,2:51,N,37882,.02,+,
158,"Wednesday, Sep 24",boxscore,BOS,,CLE,W,5,4,,93-65,2,3.0,Aardsma,Perez,Delcarmen,2:59,N,37719,.00,++,
159,"Thursday, Sep 25",boxscore,BOS,,CLE,W,6,1,,94-65,2,2.0,Lester,Sowers,,2:32,N,37726,.00,+++,
160,"Friday, Sep 26",boxscore,BOS,,NYY,L,8,19,,94-66,2,2.0,Robertson,Pauley,,3:38,N,37301,.00,-,
161,"Sunday, Sep 28 (1)",boxscore,BOS,,NYY,L,2,6,,94-67,2,2.0,Mussina,Matsuzaka,Rivera,3:16,D,37091,.00,--,2008-09-27 (Rain)
162,"Sunday, Sep 28 (2)",boxscore,BOS,,NYY,W-wo,4,3,10,95-67,2,2.0,Hansack,Veras,,3:10,N,37440,.00,+,
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
