Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
46,"Friday, May 27",boxscore,BAL,@,BOS,W,12,8,,19-27,5,14.0,Pérez,Strahm,,3:38,N,29251,.39,+,
47,"Saturday, May 28 (1)",boxscore,BAL,@,BOS,L,3,5,,19-28,5,13.5,Eovaldi,Akin,,2:58,D,26912,.45,-,
48,"Saturday, May 28 (2)",boxscore,BAL,@,BOS,W,4,2,,20-28,5,13.5,Krehbiel,Winckowski,López,3:09,N,28491,.40,+,
49,"Sunday, May 29",boxscore,BAL,@,BOS,L,2,12,,20-29,5,13.5,Pivetta,Zimmermann,,3:27,D,35715,.45,-,
50,"Monday, May 30",boxscore,BAL,@,BOS,W,10,0,,21-29,5,13.0,Wells,Hill,,3:05,N,24809,.41,+,
51,"Tuesday, May 31",boxscore,BAL,,SEA,L,0,10,,21-30,5,14.0,Kirby,Baker,,2:51,N,8074,.41,-,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
52,"Wednesday, Jun 1",boxscore,BAL,,SEA,W,9,2,,22-30,5,13.5,Pérez,Ray,,3:07,N,8400,.38,+,
53,"Thursday, Jun 2",boxscore,BAL,,SEA,L,6,7,10,22-31,5,15.0,Castillo,López,,4:00,N,8817,.41,-,
54,"Friday, Jun 3",boxscore,BAL,,CLE,L,3,6,,22-32,5,16.0,Bieber,Zimmermann,Clase,2:52,N,15456,.35,--,
55,"Saturday, Jun 4",boxscore,BAL,,CLE,W,5,4,,23-32,5,16.0,Bautista,McKenzie,López,2:33,D,17183,.33,+,
56,"Sunday, Jun 5",boxscore,BAL,,CLE,L,2,3,,23-33,5,17.0,Plesac,Kremer,Clase,2:58,D,14815,.36,-,
57,"Tuesday, Jun 7",boxscore,BAL,,CHC,W,9,3,,24-33,5,17.0,Baker,Thompson,,2:53,N,11509,.30,+,
58,"Thursday, Jun 9",boxscore,BAL,@,KCR,L,5,7,,24-34,5,17.5,Payamps,Lyles,Barlow,3:17,N,15594,.31,-,
59,"Friday, Jun 10",boxscore,BAL,@,KCR,L,1,8,,24-35,5,18.5,Heasley,Zimmermann,,2:55,N,17650,.26,--,
60,"Saturday, Jun 11",boxscore,BAL,@,KCR,W,6,4,,25-35,5,18.5,Wells,Lynch,López,3:03,D,15134,.24,+,
61,"Sunday, Jun 12",boxscore,BAL,@,KCR,W,10,7,,26-35,5,18.5,Kremer,Keller,Pérez,3:42,D,15037,.28,++,
62,"Monday, Jun 13",boxscore,BAL,@,TOR,L,1,11,,26-36,5,19.0,Manoah,Bradish,,3:17,N,19716,.34,-,
63,"Tuesday, Jun 14",boxscore,BAL,@,TOR,W,6,5,,27-36,5,19.0,Lyles,Kikuchi,López,3:12,N,23106,.27,+,
64,"Wednesday, Jun 15",boxscore,BAL,@,TOR,L-wo,6,7,10,27-37,5,20.0,Cimber,Bautista,,2:53,N,19961,.35,-,
65,"Thursday, Jun 16",boxscore,BAL,@,TOR,W,10,2,,28-37,5,20.0,Wells,Gausman,,2:58,D,36832,.27,+,
66,"Friday, Jun 17",boxscore,BAL,,TBR,W,1,0,,29-37,5,20.0,Bautista,Faucher,López,2:49,N,13140,.32,++,
67,"Saturday, Jun 18",boxscore,BAL,,TBR,L,6,7,,29-38,5,21.0,Faucher,Tate,Poche,3:51,D,15426,.38,-,
68,"Sunday, Jun 19",boxscore,BAL,,TBR,W,2,1,,30-38,5,20.0,Vespi,Kluber,López,2:55,D,23004,.33,+,
69,"Tuesday, Jun 21",boxscore,BAL,,WSN,L,0,3,,30-39,5,20.5,Fedde,Lyles,Rainey,2:46,N,15197,.32,-,
70,"Wednesday, Jun 22",boxscore,BAL,,WSN,W,7,0,6,31-39,5,20.5,Wells,Corbin,Vespi,2:32,N,12630,.28,+,
71,"Thursday, Jun 23",boxscore,BAL,@,CHW,W,4,0,,32-39,5,20.5,Kremer,Cueto,López,3:11,N,22431,.35,++,
72,"Friday, Jun 24",boxscore,BAL,@,CHW,W,4,1,,33-39,5,19.5,Krehbiel,Kopech,López,2:55,N,27943,.38,+++,
73,"Saturday, Jun 25",boxscore,BAL,@,CHW,W,6,2,,34-39,5,18.5,Watkins,Lynn,,2:48,D,29282,.42,++++,
74,"Sunday, Jun 26",boxscore,BAL,@,CHW,L,3,4,,34-40,5,19.5,Cease,Lyles,Graveman,2:35,D,29191,.47,-,
75,"Monday, Jun 27",boxscore,BAL,@,SEA,W,9,2,,35-40,5,19.5,Wells,Kirby,Akin,2:39,N,21615,.42,+,
76,"Tuesday, Jun 28",boxscore,BAL,@,SEA,L,0,2,,35-41,5,20.5,Castillo,Pérez,Sewald,2:39,N,16024,.46,-,
77,"Wednesday, Jun 29",boxscore,BAL,@,SEA,L,3,9,,35-42,5,21.5,Flexen,Voth,,3:05,D,17412,.43,--,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
78,"Friday, Jul 1",boxscore,BAL,@,MIN,L-wo,2,3,,35-43,5,21.5,Minaya,López,,2:41,N,25540,.38,---,
79,"Saturday, Jul 2",boxscore,BAL,@,MIN,L-wo,3,4,,35-44,5,23.0,Pagán,López,,3:01,D,20618,.35,----,
80,"Sunday, Jul 3",boxscore,BAL,@,MIN,W,3,1,,36-44,5,22.0,Wells,Smeltzer,Tate,2:48,D,24424,.30,+,
81,"Monday, Jul 4",boxscore,BAL,,TEX,W-wo,7,6,10,37-44,5,21.5,Baker,Moore,,3:33,D,18670,.35,++,
82,"Tuesday, Jul 5",boxscore,BAL,,TEX,W-wo,10,9,10,38-44,5,20.5,Krehbiel,Moore,,3:46,N,7371,.38,+++,
83,"Wednesday, Jul 6",boxscore,BAL,,TEX,W,2,1,,39-44,5,20.5,Watkins,Otto,López,2:41,N,7648,.44,++++,
84,"Thursday, Jul 7",boxscore,BAL,,LAA,W,4,1,,40-44,5,20.5,Lyles,Silseth,López,3:00,N,13088,.50,+++++,
85,"Friday, Jul 8",boxscore,BAL,,LAA,W-wo,5,4,,41-44,5,20.5,Tate,Iglesias,,3:30,N,27814,.52,++++++,
86,"Saturday, Jul 9",boxscore,BAL,,LAA,W,1,0,,42-44,5,19.5,Kremer,Sandoval,López,2:59,D,32286,.59,+++++++,
87,"Sunday, Jul 10",boxscore,BAL,,LAA,W,9,5,,43-44,5,18.5,Voth,Suarez,,2:48,D,19521,.63,++++++++,
88,"Tuesday, Jul 12",boxscore,BAL,@,CHC,W,4,2,,44-44,5,17.5,Lyles,Sampson,López,2:54,N,31079,.65,+++++++++,
89,"Wednesday, Jul 13",boxscore,BAL,@,CHC,W,7,1,,45-44,5,17.5,Watkins,Steele,,3:11,N,29529,.70,++++++++++,
90,"Friday, Jul 15",boxscore,BAL,@,TBR,L,4,5,,45-45,5,17.0,Wisler,Wells,Raley,3:05,N,13917,.81,-,
91,"Saturday, Jul 16",boxscore,BAL,@,TBR,W,6,4,11,46-45,5,17.0,López,Bard,Krehbiel,3:51,D,19886,.78,+,
92,"Sunday, Jul 17",boxscore,BAL,@,TBR,L,5,7,,46-46,5,18.0,Kluber,Lyles,Adam,2:58,D,13813,.82,-,
93,"Friday, Jul 22",boxscore,BAL,,NYY,L,6,7,,46-47,5,18.0,Luetge,Wells,Holmes,3:47,N,28468,.65,--,
94,"Saturday, Jul 23",boxscore,BAL,,NYY,W,6,3,,47-47,5,17.0,Pérez,Cole,López,3:35,N,36361,.56,+,
95,"Sunday, Jul 24",boxscore,BAL,,NYY,L,0,6,,47-48,5,18.0,Cortés,Kremer,Schmidt,3:20,D,25623,.67,-,
96,"Monday, Jul 25",boxscore,BAL,,TBR,W,5,1,,48-48,5,17.5,Vespi,Kluber,,3:11,N,9606,.72,+,
97,"Tuesday, Jul 26",boxscore,BAL,,TBR,W,5,3,,49-48,4,16.5,Akin,Poche,López,2:43,N,11307,.78,++,
98,"Wednesday, Jul 27",boxscore,BAL,,TBR,L,4,6,10,49-49,4,16.5,Poche,López,Fairbanks,3:46,N,13592,.83,-,
99,"Thursday, Jul 28",boxscore,BAL,,TBR,W,3,0,,50-49,4,16.5,Lyles,Yarbrough,Bautista,2:54,D,16784,.78,+,
100,"Friday, Jul 29",boxscore,BAL,@,CIN,W,6,2,,51-49,4,16.5,Tate,Farmer,,3:29,N,23658,.73,++,
101,"Saturday, Jul 30",boxscore,BAL,@,CIN,L,2,8,,51-50,4,17.5,Mahle,Kremer,,2:54,N,29104,.82,-,
102,"Sunday, Jul 31",boxscore,BAL,@,CIN,L,2,3,,51-51,4,17.5,Díaz,Bautista,Farmer,3:22,D,20496,.73,--,
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
103,"Monday, Aug 1",boxscore,BAL,@,TEX,W,7,2,,52-51,4,17.5,Watkins,Gray,Akin,2:55,N,19161,.72,+,
104,"Tuesday, Aug 2",boxscore,BAL,@,TEX,W,8,2,,53-51,4,16.5,Lyles,Howard,,3:17,N,21622,.77,++,
105,"Wednesday, Aug 3",boxscore,BAL,@,TEX,W,6,3,,54-51,4,15.5,Pérez,Leclerc,,3:24,D,20221,.80,+++,
106,"Friday, Aug 5",boxscore,BAL,,PIT,W,1,0,,55-51,4,14.5,Kremer,Keller,Bautista,2:42,N,25613,.85,++++,
107,"Saturday, Aug 6",boxscore,BAL,,PIT,W,6,3,,56-51,4,13.5,Voth,Brubaker,,3:17,N,41086,.88,+++++,
108,"Sunday, Aug 7",boxscore,BAL,,PIT,L,1,8,,56-52,4,13.5,Wilson,Watkins,,2:58,D,16714,.91,-,
109,"Monday, Aug 8",boxscore,BAL,,TOR,W,7,4,,57-52,4,13.5,Lyles,Kikuchi,Bautista,2:55,N,12671,1.08,+,
110,"Tuesday, Aug 9",boxscore,BAL,,TOR,W,6,5,,58-52,4,12.5,Vespi,García,Bautista,3:02,N,11080,1.08,++,
111,"Thursday, Aug 11",boxscore,BAL,@,BOS,L,3,4,,58-53,4,12.5,Davis,Kremer,Schreiber,2:46,N,33927,1.00,-,
112,"Friday, Aug 12",boxscore,BAL,@,TBR,W,10,3,,59-53,3,11.5,Voth,Kluber,,3:07,N,12380,1.15,+,
113,"Saturday, Aug 13",boxscore,BAL,@,TBR,L,2,8,,59-54,4,12.5,McClanahan,Hall,,3:22,D,16823,1.15,-,
114,"Sunday, Aug 14",boxscore,BAL,@,TBR,L,1,4,,59-55,4,12.5,Rasmussen,Lyles,Adam,2:37,D,18093,1.18,--,
115,"Monday, Aug 15",boxscore,BAL,@,TOR,W,7,3,,60-55,4,11.5,Baker,Kikuchi,,3:20,N,26769,1.14,+,
116,"Tuesday, Aug 16",boxscore,BAL,@,TOR,W,4,2,,61-55,4,10.5,Kremer,Manoah,Bautista,2:54,N,37940,1.19,++,
117,"Wednesday, Aug 17",boxscore,BAL,@,TOR,L,1,6,,61-56,4,11.5,García,Krehbiel,,2:47,D,40141,1.21,-,
118,"Thursday, Aug 18",boxscore,BAL,,CHC,L,2,3,,61-57,4,11.5,Sampson,Watkins,Hughes,3:03,D,19454,.99,--,
119,"Friday, Aug 19",boxscore,BAL,,BOS,W,15,10,,62-57,4,10.5,Vespi,Crawford,,4:06,N,33136,1.02,+,
120,"Saturday, Aug 20",boxscore,BAL,,BOS,L,3,4,,62-58,4,10.5,Wacha,Bradish,Whitlock,3:04,D,34939,1.09,-,
121,"Sunday, Aug 21",boxscore,BAL,,BOS,W,5,3,,63-58,4,10.5,Pérez,Barnes,Bautista,3:23,N,2467,1.02,+,
122,"Tuesday, Aug 23",boxscore,BAL,,CHW,W,5,3,,64-58,4,11.0,Voth,Cease,Bautista,3:36,N,12954,1.08,++,
123,"Wednesday, Aug 24",boxscore,BAL,,CHW,L,3,5,,64-59,4,11.5,Giolito,Watkins,,3:24,N,12565,1.11,-,
124,"Thursday, Aug 25",boxscore,BAL,,CHW,W-wo,4,3,11,65-59,4,11.5,Bautista,Diekman,,3:29,N,13905,1.06,+,
125,"Friday, Aug 26",boxscore,BAL,@,HOU,W,2,0,,66-59,4,11.5,Bradish,Javier,Tate,2:57,N,31035,.97,++,
126,"Saturday, Aug 27",boxscore,BAL,@,HOU,W,3,1,,67-59,4,10.5,Kremer,Urquidy,Bautista,2:55,N,34526,.99,+++,
127,"Sunday, Aug 28",boxscore,BAL,@,HOU,L,1,3,,67-60,4,10.5,Stanek,Voth,Montero,3:08,D,31559,1.08,-,
128,"Tuesday, Aug 30",boxscore,BAL,@,CLE,L,1,5,,67-61,4,11.0,Quantrill,Watkins,,2:37,N,12492,1.18,--,
129,"Wednesday, Aug 31",boxscore,BAL,@,CLE,W,4,0,,68-61,4,10.0,Lyles,McKenzie,,2:54,N,12221,1.07,+,
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
130,"Thursday, Sep 1",boxscore,BAL,@,CLE,W,3,0,,69-61,4,9.5,Bradish,Bieber,Bautista,2:41,N,11827,1.04,++,
131,"Friday, Sep 2",boxscore,BAL,,OAK,W,5,2,,70-61,4,8.5,Tate,Acevedo,,2:46,N,13558,1.05,+++,
132,"Saturday, Sep 3",boxscore,BAL,,OAK,W,8,1,,71-61,4,7.5,Akin,Oller,,3:17,N,30853,1.09,++++,
133,"Sunday, Sep 4",boxscore,BAL,,OAK,L,0,5,,71-62,4,8.5,Martinez,Watkins,,2:59,D,19883,1.11,-,
134,"Monday, Sep 5 (1)",boxscore,BAL,,TOR,L,3,7,,71-63,4,10.0,Gausman,Baumann,,3:17,D,,1.49,--,
135,"Monday, Sep 5 (2)",boxscore,BAL,,TOR,L,4,8,,71-64,4,10.0,Berríos,Akin,,2:57,D,25451,1.33,---,
136,"Tuesday, Sep 6",boxscore,BAL,,TOR,W,9,6,,72-64,4,9.5,Tate,White,Bautista,3:53,N,8411,1.19,+,
137,"Wednesday, Sep 7",boxscore,BAL,,TOR,L,1,4,,72-65,4,11.0,Manoah,Kremer,Romano,3:07,N,11488,1.30,-,
138,"Friday, Sep 9",boxscore,BAL,,BOS,W,3,2,,73-65,4,9.5,Reed,Bello,Tate,3:29,N,16451,.70,+,
139,"Saturday, Sep 10",boxscore,BAL,,BOS,L,4,17,,73-66,4,10.5,Wacha,Lyles,,3:25,N,26050,.77,-,
140,"Sunday, Sep 11",boxscore,BAL,,BOS,L,0,1,,73-67,4,11.5,Hill,Bradish,Barnes,2:57,D,16030,.56,--,
141,"Tuesday, Sep 13",boxscore,BAL,@,WSN,W,4,3,,74-67,4,11.5,Kremer,Harvey,Bautista,3:18,N,31679,.51,+,
142,"Wednesday, Sep 14",boxscore,BAL,@,WSN,W,6,2,,75-67,4,11.5,Voth,Thompson,,2:53,N,32497,.61,++,
143,"Friday, Sep 16",boxscore,BAL,@,TOR,L,3,6,,75-68,4,11.5,Kikuchi,Lyles,,2:40,N,36573,1.03,-,
144,"Saturday, Sep 17",boxscore,BAL,@,TOR,L,3,6,,75-69,4,11.5,Berríos,Bradish,Romano,3:00,D,44448,.77,--,
145,"Sunday, Sep 18",boxscore,BAL,@,TOR,W,5,4,,76-69,4,11.5,Krehbiel,Romano,Bautista,3:18,D,41301,.52,+,
146,"Monday, Sep 19",boxscore,BAL,,DET,L,0,11,,76-70,4,12.0,Alexander,Wells,,2:58,N,10201,.56,-,
147,"Tuesday, Sep 20",boxscore,BAL,,DET,L,2,3,,76-71,4,13.0,Wentz,Voth,Soto,2:58,N,9582,.38,--,
148,"Wednesday, Sep 21",boxscore,BAL,,DET,W,8,1,,77-71,4,13.0,Lyles,Manning,,2:27,N,9314,.26,+,
149,"Thursday, Sep 22",boxscore,BAL,,HOU,W,2,0,,78-71,4,13.0,Bradish,Verlander,Bautista,2:37,N,16417,.52,++,
150,"Friday, Sep 23",boxscore,BAL,,HOU,W,6,0,,79-71,4,13.0,Kremer,Urquidy,,2:40,N,22833,.51,+++,
151,"Saturday, Sep 24",boxscore,BAL,,HOU,L,10,11,,79-72,4,14.0,Montero,Bautista,Pressly,3:58,N,22546,.73,-,
152,"Sunday, Sep 25",boxscore,BAL,,HOU,L,3,6,11,79-73,4,15.0,Neris,Akin,,4:02,D,24449,.39,--,
153,"Monday, Sep 26",boxscore,BAL,@,BOS,W,14,8,,80-73,4,14.0,Watkins,Seabold,,3:19,N,25634,.25,+,
154,"Tuesday, Sep 27",boxscore,BAL,@,BOS,L,9,13,,80-74,4,15.0,Strahm,Krehbiel,,3:57,N,30765,.37,-,
155,"Wednesday, Sep 28",boxscore,BAL,@,BOS,L,1,3,,80-75,4,16.0,Hill,Kremer,Barnes,2:39,N,33073,.21,--,
156,"Thursday, Sep 29",boxscore,BAL,@,BOS,L,3,5,,80-76,4,16.5,Kelly,Tate,Ort,3:00,D,29779,.07,---,
157,"Friday, Sep 30",boxscore,BAL,@,NYY,W,2,1,,81-76,4,15.5,Lyles,Germán,Hall,3:12,N,47583,.01,+,
Gm#,October,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
158,"Saturday, Oct 1",boxscore,BAL,@,NYY,L,0,8,,81-77,4,16.5,Cortés,Voth,,2:38,D,45428,.00,-,
159,"Sunday, Oct 2",boxscore,BAL,@,NYY,W,3,1,,82-77,4,15.5,Gillaspie,Chapman,Tate,3:35,D,44332,.00,+,
160,"Monday, Oct 3",boxscore,BAL,,TOR,L,1,5,8,82-78,4,16.5,Berríos,Kremer,Mayza,2:16,N,10642,.00,-,
161,"Wednesday, Oct 5 (1)",boxscore,BAL,,TOR,W,5,4,,83-78,4,16.0,Hall,White,Baker,2:46,D,,.00,+,
162,"Wednesday, Oct 5 (2)",boxscore,BAL,,TOR,L,1,5,,83-79,4,16.0,Kikuchi,Cano,,3:04,D,17248,.00,-,
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
