Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
43,"Monday, May 21",boxscore,NYY,,BOS,W,6,2,,20-23,2,9.5,Wang,Wakefield,,3:28,N,55078,.87,++,
44,"Tuesday, May 22",boxscore,NYY,,BOS,L,3,7,,20-24,2,10.5,Tavarez,Mussina,,3:22,N,54739,.96,-,
45,"Wednesday, May 23",boxscore,NYY,,BOS,W,8,3,,21-24,2,9.5,Pettitte,Schilling,,2:59,N,55000,.85,+,
46,"Friday, May 25",boxscore,NYY,,LAA,L,6,10,,21-25,2,10.5,Weaver,Clippard,,3:37,N,50363,.79,-,
47,"Saturday, May 26",boxscore,NYY,,LAA,L,1,3,,21-26,3,11.5,Escobar,Wang,Rodríguez,2:47,D,52536,.70,--,
48,"Sunday, May 27",boxscore,NYY,,LAA,L,3,4,,21-27,4,12.5,Lackey,Proctor,Rodríguez,3:08,D,53508,.60,---,
49,"Monday, May 28",boxscore,NYY,@,TOR,L,2,7,,21-28,4,13.5,McGowan,DeSalvo,,2:46,N,28791,.55,----,
50,"Tuesday, May 29",boxscore,NYY,@,TOR,L,2,3,,21-29,4,14.5,Accardo,Pettitte,,2:46,N,30116,.47,-----,
51,"Wednesday, May 30",boxscore,NYY,@,TOR,W,10,5,,22-29,4,13.5,Clippard,Litsch,Rivera,3:32,N,29187,.42,+,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
52,"Friday, Jun 1",boxscore,NYY,@,BOS,W,9,5,,23-29,4,12.5,Wang,Wakefield,,3:53,N,36785,.51,++,
53,"Saturday, Jun 2",boxscore,NYY,@,BOS,L,6,11,,23-30,4,13.5,Okajima,Proctor,,3:39,D,36294,.62,-,
54,"Sunday, Jun 3",boxscore,NYY,@,BOS,W,6,5,,24-30,4,12.5,Bruney,Papelbon,Rivera,4:04,N,36793,.53,+,
55,"Monday, Jun 4",boxscore,NYY,@,CHW,L,4,6,,24-31,4,12.5,Garland,DeSalvo,Jenks,2:57,N,32703,.55,-,
56,"Tuesday, Jun 5",boxscore,NYY,@,CHW,W,7,3,,25-31,4,11.5,Clippard,Buehrle,Rivera,3:08,N,30895,.48,+,
57,"Wednesday, Jun 6",boxscore,NYY,@,CHW,W,5,1,,26-31,4,10.5,Wang,Vazquez,,2:40,N,30829,.56,++,
58,"Thursday, Jun 7",boxscore,NYY,@,CHW,W,10,3,,27-31,3,10.5,Proctor,Contreras,Rivera,3:21,N,32688,.66,+++,
59,"Friday, Jun 8",boxscore,NYY,,PIT,W-wo,5,4,10,28-31,2,10.5,Rivera,Capps,,3:18,N,54240,.66,++++,
60,"Saturday, Jun 9",boxscore,NYY,,PIT,W,9,3,,29-31,2,10.5,Clemens,Maholm,,3:17,D,54296,.72,+++++,
61,"Sunday, Jun 10",boxscore,NYY,,PIT,W,13,6,,30-31,2,9.5,Henn,Chacón,,3:32,D,54292,.72,++++++,
62,"Tuesday, Jun 12",boxscore,NYY,,ARI,W,4,1,,31-31,2,9.5,Wang,Webb,Rivera,2:34,N,51577,.82,+++++++,
63,"Wednesday, Jun 13",boxscore,NYY,,ARI,W,7,2,,32-31,2,8.5,Mussina,Hernández,,3:00,N,53891,.86,++++++++,
64,"Thursday, Jun 14",boxscore,NYY,,ARI,W,7,1,,33-31,2,7.5,Pettitte,Davis,,2:59,D,53712,.95,+++++++++,
65,"Friday, Jun 15",boxscore,NYY,,NYM,L,0,2,,33-32,2,8.5,Pérez,Clemens,Wagner,3:01,N,55159,1.03,-,
66,"Saturday, Jun 16",boxscore,NYY,,NYM,W,11,8,,34-32,2,8.5,Vizcaino,Glavine,,3:43,D,55064,.97,+,
67,"Sunday, Jun 17",boxscore,NYY,,NYM,W,8,2,,35-32,2,8.5,Wang,Hernández,,3:00,N,55060,1.02,++,
68,"Tuesday, Jun 19",boxscore,NYY,@,COL,L,1,3,,35-33,2,9.0,Fogg,Mussina,Fuentes,2:54,N,48077,1.09,-,
69,"Wednesday, Jun 20",boxscore,NYY,@,COL,L,1,6,,35-34,2,10.0,Francis,Pettitte,,2:32,N,48440,1.06,--,
70,"Thursday, Jun 21",boxscore,NYY,@,COL,L,3,4,,35-35,2,10.5,Lopez,Clemens,Fuentes,3:08,D,48611,.88,---,
71,"Friday, Jun 22",boxscore,NYY,@,SFG,W,7,3,,36-35,2,10.5,Vizcaino,Cain,Rivera,3:12,N,43425,.81,+,
72,"Saturday, Jun 23",boxscore,NYY,@,SFG,L-wo,5,6,13,36-36,2,10.5,Chulk,Proctor,,4:34,D,43485,.90,-,
73,"Sunday, Jun 24",boxscore,NYY,@,SFG,L,2,7,,36-37,3,11.5,Lowry,Mussina,,3:05,D,43503,.80,--,
74,"Tuesday, Jun 26",boxscore,NYY,@,BAL,L-wo,2,3,,36-38,3,11.0,Ray,Proctor,,3:13,N,39934,.70,---,
75,"Wednesday, Jun 27",boxscore,NYY,@,BAL,L,0,4,,36-39,3,11.0,Bédard,Clemens,,2:45,N,35776,.66,----,
76,"Thursday, Jun 28",boxscore,NYY,@,BAL,W,8,7,,37-39,3,10.5,Myers,Parrish,Rivera,3:12,N,48402,.61,+,
77,"Friday, Jun 29",boxscore,NYY,,OAK,W,2,1,,38-39,2,10.5,Mussina,Kennedy,Rivera,2:38,N,52622,.70,++,
78,"Saturday, Jun 30",boxscore,NYY,,OAK,L,0,7,,38-40,2,10.5,Gaudin,Igawa,,2:51,D,54150,.73,-,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
79,"Sunday, Jul 1",boxscore,NYY,,OAK,L,5,11,,38-41,2,10.5,Haren,Pettitte,,3:20,D,54266,.63,--,
80,"Monday, Jul 2",boxscore,NYY,,MIN,W,5,1,,39-41,2,10.5,Clemens,Bonser,,2:52,N,53036,.57,+,
81,"Tuesday, Jul 3",boxscore,NYY,,MIN,W,8,0,,40-41,2,10.5,Wang,Silva,,2:53,N,53862,.61,++,
82,"Wednesday, Jul 4",boxscore,NYY,,MIN,L,2,6,,40-42,2,11.5,Santana,Mussina,,2:54,D,52040,.69,-,
83,"Thursday, Jul 5",boxscore,NYY,,MIN,W,7,6,,41-42,2,11.5,Farnsworth,Neshek,Rivera,3:32,D,52471,.57,+,
84,"Friday, Jul 6",boxscore,NYY,,LAA,W,14,9,,42-42,2,10.5,Ramirez,Bootcheck,,3:20,N,52059,.63,++,
85,"Saturday, Jul 7",boxscore,NYY,,LAA,L,1,2,13,42-43,2,10.5,Rodríguez,Vizcaino,,3:46,D,54497,.69,-,
86,"Sunday, Jul 8",boxscore,NYY,,LAA,W,12,0,,43-43,2,9.5,Wang,Santana,,2:59,D,53921,.59,+,
87,"Thursday, Jul 12",boxscore,NYY,@,TBD,W,7,3,,44-43,2,9.5,Pettitte,Shields,,3:03,N,21907,.65,++,
88,"Friday, Jul 13",boxscore,NYY,@,TBD,L,4,6,,44-44,2,9.5,Kazmir,Clemens,Glover,3:09,N,29803,.74,-,
89,"Saturday, Jul 14",boxscore,NYY,@,TBD,W,6,4,,45-44,2,9.5,Wang,Sonnanstine,Rivera,3:18,N,36048,.65,+,
90,"Sunday, Jul 15",boxscore,NYY,@,TBD,W,7,6,,46-44,2,8.5,Vizcaino,Fossum,Rivera,3:22,D,36048,.73,++,
91,"Monday, Jul 16",boxscore,NYY,,TOR,W,6,4,,47-44,2,8.5,Proctor,Towers,Rivera,3:16,N,52993,.89,+++,
92,"Tuesday, Jul 17",boxscore,NYY,,TOR,W-wo,3,2,10,48-44,2,7.5,Vizcaino,Janssen,,3:27,N,51961,.94,++++,
93,"Wednesday, Jul 18",boxscore,NYY,,TOR,W,6,1,,49-44,2,6.5,Myers,Marcum,Rivera,3:25,N,52147,1.10,+++++,
94,"Thursday, Jul 19",boxscore,NYY,,TOR,L,2,3,,49-45,2,6.5,McGowan,Wang,Accardo,2:46,D,53857,1.18,-,
95,"Friday, Jul 20",boxscore,NYY,,TBD,L,4,14,,49-46,2,7.5,Jackson,Mussina,,3:50,N,53957,1.08,--,
96,"Saturday, Jul 21 (1)",boxscore,NYY,,TBD,W,7,3,,50-46,2,7.0,Vizcaino,Ryu,,3:18,D,54412,.87,+,2007-04-04 (Rain)
97,"Saturday, Jul 21 (2)",boxscore,NYY,,TBD,W,17,5,,51-46,2,7.0,Vizcaino,Howell,,3:31,N,52983,.98,++,
98,"Sunday, Jul 22",boxscore,NYY,,TBD,W,21,4,,52-46,2,7.0,Pettitte,Shields,,3:50,D,54751,1.06,+++,
99,"Monday, Jul 23",boxscore,NYY,@,KCR,W,9,2,,53-46,2,7.0,Clemens,Perez,,3:05,N,30476,1.14,++++,
100,"Tuesday, Jul 24",boxscore,NYY,@,KCR,W,9,4,,54-46,2,7.0,Wang,Elarton,,4:01,N,38212,1.26,+++++,
101,"Wednesday, Jul 25",boxscore,NYY,@,KCR,W,7,1,,55-46,2,6.0,Mussina,Meche,,3:19,N,28460,1.42,++++++,
102,"Thursday, Jul 26",boxscore,NYY,@,KCR,L,0,7,,55-47,2,7.0,De La Rosa,Igawa,,3:08,N,37036,1.54,-,
103,"Friday, Jul 27",boxscore,NYY,@,BAL,L,2,4,,55-48,2,8.0,Guthrie,Pettitte,Bradford,2:49,N,47952,1.50,--,
104,"Saturday, Jul 28",boxscore,NYY,@,BAL,L,5,7,,55-49,2,9.0,Burres,Clemens,Walker,3:30,N,48402,1.35,---,
105,"Sunday, Jul 29",boxscore,NYY,@,BAL,W,10,6,,56-49,2,8.0,Wang,Cabrera,,3:27,D,47936,1.28,+,
106,"Tuesday, Jul 31",boxscore,NYY,,CHW,W,16,3,,57-49,2,7.0,Mussina,Contreras,,2:59,N,53958,1.38,++,
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
107,"Wednesday, Aug 1",boxscore,NYY,,CHW,W,8,1,,58-49,2,7.0,Pettitte,Danks,,3:02,N,53342,1.57,+++,
108,"Thursday, Aug 2",boxscore,NYY,,CHW,L,9,13,,58-50,2,8.0,Logan,Karstens,,3:59,D,54869,1.70,-,
109,"Friday, Aug 3",boxscore,NYY,,KCR,W,7,1,,59-50,2,7.0,Wang,Perez,,3:01,N,54246,1.50,+,
110,"Saturday, Aug 4",boxscore,NYY,,KCR,W,16,8,,60-50,2,7.0,Myers,Bale,,4:01,D,54056,1.59,++,
111,"Sunday, Aug 5",boxscore,NYY,,KCR,W,8,5,,61-50,2,7.0,Mussina,Meche,Rivera,3:15,D,54525,1.76,+++,
112,"Monday, Aug 6",boxscore,NYY,@,TOR,W,5,4,,62-50,2,6.0,Pettitte,Downs,Rivera,3:17,D,42714,2.01,++++,
113,"Tuesday, Aug 7",boxscore,NYY,@,TOR,W,9,2,,63-50,2,5.0,Clemens,Towers,,3:15,N,38078,2.02,+++++,
114,"Wednesday, Aug 8",boxscore,NYY,@,TOR,L,4,15,,63-51,2,6.0,Halladay,Wang,,2:59,N,40811,2.00,-,
115,"Friday, Aug 10",boxscore,NYY,@,CLE,W,6,1,,64-51,2,5.0,Hughes,Hernández,,2:41,N,41675,2.16,+,
116,"Saturday, Aug 11",boxscore,NYY,@,CLE,W,11,2,,65-51,2,5.0,Mussina,Byrd,,2:50,N,41977,2.20,++,
117,"Sunday, Aug 12",boxscore,NYY,@,CLE,W,5,3,,66-51,2,4.0,Pettitte,Westbrook,Rivera,3:10,D,41612,2.26,+++,
118,"Monday, Aug 13",boxscore,NYY,,BAL,W-wo,7,6,,67-51,2,4.0,Rivera,Bradford,,3:10,N,54398,2.03,++++,
119,"Tuesday, Aug 14",boxscore,NYY,,BAL,L,0,12,,67-52,2,5.0,Cabrera,Karstens,,3:10,N,52567,1.97,-,
120,"Wednesday, Aug 15",boxscore,NYY,,BAL,L,3,6,10,67-53,2,5.0,Bradford,Rivera,,3:36,D,53363,2.03,--,
121,"Thursday, Aug 16",boxscore,NYY,,DET,L,5,8,,67-54,2,5.5,Verlander,Mussina,,3:30,N,53914,2.33,---,
122,"Friday, Aug 17",boxscore,NYY,,DET,W,6,1,,68-54,2,5.0,Pettitte,Robertson,,2:47,N,54290,2.32,+,
123,"Saturday, Aug 18",boxscore,NYY,,DET,W,5,2,,69-54,2,5.0,Clemens,Durbin,Rivera,3:13,D,54802,2.35,++,
124,"Sunday, Aug 19",boxscore,NYY,,DET,W,9,3,,70-54,2,4.0,Wang,Bonderman,Ramirez,3:19,D,55071,2.40,+++,
125,"Monday, Aug 20",boxscore,NYY,@,LAA,L-wo,6,7,10,70-55,2,5.0,Oliver,Henn,,3:41,N,44249,2.56,-,
126,"Tuesday, Aug 21",boxscore,NYY,@,LAA,L,9,18,,70-56,2,6.0,Escobar,Mussina,Gwyn,3:24,N,44264,2.58,--,
127,"Wednesday, Aug 22",boxscore,NYY,@,LAA,W,8,2,,71-56,2,5.0,Pettitte,Lackey,,3:08,N,44326,2.41,+,
128,"Friday, Aug 24",boxscore,NYY,@,DET,L-wo,6,9,11,71-57,2,6.5,Durbin,Henn,,4:24,N,44163,2.33,-,
129,"Saturday, Aug 25",boxscore,NYY,@,DET,W,7,2,,72-57,2,6.5,Wang,Bonderman,,2:53,N,44250,2.15,+,
130,"Sunday, Aug 26",boxscore,NYY,@,DET,L,4,5,,72-58,2,7.5,Seay,Hughes,Jones,2:41,D,43268,2.40,-,
131,"Monday, Aug 27",boxscore,NYY,@,DET,L,0,16,,72-59,2,8.0,Verlander,Mussina,,3:06,N,42428,2.39,--,
132,"Tuesday, Aug 28",boxscore,NYY,,BOS,W,5,3,,73-59,2,7.0,Pettitte,Matsuzaka,Rivera,3:11,N,55037,2.13,+,
133,"Wednesday, Aug 29",boxscore,NYY,,BOS,W,4,3,,74-59,2,6.0,Clemens,Beckett,Rivera,3:26,N,54986,2.35,++,
134,"Thursday, Aug 30",boxscore,NYY,,BOS,W,5,0,,75-59,2,5.0,Wang,Schilling,,3:01,D,55067,2.43,+++,
135,"Friday, Aug 31",boxscore,NYY,,TBD,L,1,9,,75-60,2,5.0,Sonnanstine,Hughes,,2:55,N,53275,2.39,-,
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
136,"Saturday, Sep 1",boxscore,NYY,,TBD,W,9,6,,76-60,2,5.0,Kennedy,Jackson,Rivera,3:36,D,53637,2.45,+,
137,"Sunday, Sep 2",boxscore,NYY,,TBD,L,2,8,,76-61,2,6.0,Hammel,Pettitte,,3:44,D,53957,2.45,-,
138,"Monday, Sep 3",boxscore,NYY,,SEA,L,1,7,,76-62,2,7.0,Hernández,Clemens,,3:02,D,54522,3.81,--,
139,"Tuesday, Sep 4",boxscore,NYY,,SEA,W,12,3,,77-62,2,7.0,Wang,Ramirez,,3:13,N,52487,4.14,+,
140,"Wednesday, Sep 5",boxscore,NYY,,SEA,W,10,2,,78-62,2,6.0,Chamberlain,Washburn,,3:00,N,52538,4.18,++,
141,"Friday, Sep 7",boxscore,NYY,@,KCR,W,3,2,,79-62,2,6.5,Farnsworth,Musser,Rivera,3:25,N,27462,2.62,+++,
142,"Saturday, Sep 8",boxscore,NYY,@,KCR,W,11,5,,80-62,2,5.5,Pettitte,Bannister,,3:14,N,35518,2.38,++++,
143,"Sunday, Sep 9",boxscore,NYY,@,KCR,W,6,3,,81-62,2,5.5,Wang,Duckworth,Rivera,2:50,D,24910,2.22,+++++,
144,"Tuesday, Sep 11",boxscore,NYY,@,TOR,W,9,2,,82-62,2,5.0,Hughes,Marcum,,3:08,N,30472,1.86,++++++,
145,"Wednesday, Sep 12",boxscore,NYY,@,TOR,W,4,1,,83-62,2,5.0,Mussina,McGowan,Rivera,3:18,N,27082,1.33,+++++++,
146,"Thursday, Sep 13",boxscore,NYY,@,TOR,L-wo,1,2,,83-63,2,5.5,Downs,Britton,,2:35,N,32632,1.19,-,
147,"Friday, Sep 14",boxscore,NYY,@,BOS,W,8,7,,84-63,2,4.5,Bruney,Papelbon,Rivera,4:43,N,36590,1.54,+,
148,"Saturday, Sep 15",boxscore,NYY,@,BOS,L,1,10,,84-64,2,5.5,Beckett,Wang,,3:37,D,36215,1.48,-,
149,"Sunday, Sep 16",boxscore,NYY,@,BOS,W,4,3,,85-64,2,4.5,Chamberlain,Schilling,Rivera,3:10,N,36533,2.04,+,
150,"Monday, Sep 17",boxscore,NYY,,BAL,W,8,5,,86-64,2,3.5,Hughes,Cabrera,Rivera,3:54,N,52548,2.08,++,
151,"Tuesday, Sep 18",boxscore,NYY,,BAL,W,12,0,,87-64,2,2.5,Mussina,Leicester,,3:01,N,52685,1.31,+++,
152,"Wednesday, Sep 19",boxscore,NYY,,BAL,W,2,1,,88-64,2,1.5,Pettitte,Burres,Rivera,2:56,N,53857,.68,++++,
153,"Friday, Sep 21",boxscore,NYY,,TOR,L,4,5,14,88-65,2,2.5,Kennedy,Bruney,Frasor,4:45,N,54151,.23,-,
154,"Saturday, Sep 22",boxscore,NYY,,TOR,W-wo,12,11,10,89-65,2,2.5,Karstens,Towers,,5:00,D,54887,.56,+,
155,"Sunday, Sep 23",boxscore,NYY,,TOR,W,7,5,,90-65,2,1.5,Mussina,McGowan,Chamberlain,3:38,D,54983,.16,++,
156,"Monday, Sep 24",boxscore,NYY,,TOR,L,1,4,,90-66,2,2.0,Litsch,Pettitte,Janssen,2:42,D,53281,.06,-,2007-04-25 (Rain)
157,"Tuesday, Sep 25",boxscore,NYY,@,TBD,L-wo,6,7,10,90-67,2,3.0,Glover,Karstens,,4:06,N,24503,.02,--,
158,"Wednesday, Sep 26",boxscore,NYY,@,TBD,W,12,4,,91-67,2,3.0,Wang,Howell,,3:29,N,21621,.05,+,
159,"Thursday, Sep 27",boxscore,NYY,@,TBD,W,3,1,,92-67,2,2.0,Hughes,Switzer,Veras,2:53,N,28962,.00,++,
160,"Friday, Sep 28",boxscore,NYY,@,BAL,L-wo,9,10,10,92-68,2,3.0,Bradford,Ramirez,,3:49,N,38113,.00,-,
161,"Saturday, Sep 29",boxscore,NYY,@,BAL,W,11,10,,93-68,2,3.0,Pettitte,Cabrera,Veras,3:10,N,47616,.00,+,
162,"Sunday, Sep 30",boxscore,NYY,@,BAL,W,10,4,,94-68,2,2.0,Wright,Burres,,3:26,D,43589,.00,++,
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
