Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
17,"Friday, Apr 23",boxscore,BOS,,BAL,W,4,3,,7-10,4,5.0,Delcarmen,Albers,Papelbon,3:35,N,37367,.72,+,
18,"Saturday, Apr 24",boxscore,BOS,,BAL,W,7,6,,8-10,4,5.0,Lackey,Albers,Papelbon,3:08,N,38017,.79,++,
19,"Sunday, Apr 25",boxscore,BOS,,BAL,L,6,7,10,8-11,4,6.0,Johnson,Atchison,Meredith,3:44,D,37102,.80,-,
20,"Monday, Apr 26",boxscore,BOS,@,TOR,W,13,12,,9-11,4,5.5,Schoeneweis,Camp,Papelbon,4:03,N,13847,.88,+,
21,"Tuesday, Apr 27",boxscore,BOS,@,TOR,W,2,1,,10-11,3,5.5,Buchholz,Downs,Ramirez,2:49,N,14776,.92,++,
22,"Wednesday, Apr 28",boxscore,BOS,@,TOR,W,2,0,,11-11,3,5.5,Lester,Cecil,Papelbon,2:54,N,15276,.99,+++,
23,"Friday, Apr 30",boxscore,BOS,@,BAL,L-wo,4,5,10,11-12,4,6.0,Albers,Ramirez,,3:35,N,30668,.93,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
24,"Saturday, May 1",boxscore,BOS,@,BAL,L,9,12,,11-13,4,6.0,Bergesen,Matsuzaka,Simon,2:48,N,35164,.88,--,
25,"Sunday, May 2",boxscore,BOS,@,BAL,L-wo,2,3,10,11-14,4,7.0,Albers,Papelbon,,3:22,D,34255,.86,---,
26,"Monday, May 3",boxscore,BOS,,LAA,W,17,8,,12-14,4,6.5,Buchholz,Saunders,,3:38,N,37404,.79,+,
27,"Tuesday, May 4",boxscore,BOS,,LAA,W,5,1,,13-14,4,6.5,Lester,Jepsen,,2:56,N,37411,.83,++,
28,"Wednesday, May 5",boxscore,BOS,,LAA,W,3,1,,14-14,4,6.5,Lackey,Pineiro,Papelbon,2:33,N,37601,.81,+++,
29,"Thursday, May 6",boxscore,BOS,,LAA,W,11,6,,15-14,4,6.5,Matsuzaka,Kazmir,,3:43,N,37639,.83,++++,
30,"Friday, May 7",boxscore,BOS,,NYY,L,3,10,,15-15,4,7.5,Hughes,Beckett,,3:01,N,37898,1.10,-,
31,"Saturday, May 8",boxscore,BOS,,NYY,L,3,14,,15-16,4,7.5,Aceves,Buchholz,,3:56,D,37138,.94,--,
32,"Sunday, May 9",boxscore,BOS,,NYY,W,9,3,,16-16,4,6.5,Lester,Burnett,,3:05,N,37618,.78,+,
33,"Monday, May 10",boxscore,BOS,,TOR,W,7,6,,17-16,4,5.5,Lackey,Morrow,Papelbon,3:06,N,37332,.87,++,
34,"Tuesday, May 11",boxscore,BOS,,TOR,W,6,1,,18-16,4,5.5,Matsuzaka,Eveland,,3:04,N,37609,.96,+++,
35,"Wednesday, May 12",boxscore,BOS,,TOR,L,2,3,,18-17,4,6.5,Marcum,Wakefield,Gregg,2:32,D,37198,1.00,-,
36,"Friday, May 14",boxscore,BOS,@,DET,W,7,2,,19-17,4,5.5,Buchholz,Scherzer,,2:57,N,31732,.88,+,
37,"Saturday, May 15",boxscore,BOS,@,DET,L-wo,6,7,12,19-18,4,6.5,Valverde,Delcarmen,,4:35,N,40742,.96,-,
38,"Sunday, May 16",boxscore,BOS,@,DET,L,1,5,,19-19,4,7.5,Galarraga,Lackey,,2:54,D,35454,.82,--,
39,"Monday, May 17",boxscore,BOS,@,NYY,L-wo,9,11,,19-20,4,8.5,Vazquez,Papelbon,,3:47,N,48271,1.00,---,
40,"Tuesday, May 18",boxscore,BOS,@,NYY,W &H,7,6,,20-20,4,8.5,Bard,Rivera,Papelbon,4:09,N,47734,.86,+,
41,"Wednesday, May 19",boxscore,BOS,,MIN,W,3,2,,21-20,4,8.5,Buchholz,Baker,Bard,2:59,N,37426,.77,++,
42,"Thursday, May 20",boxscore,BOS,,MIN,W,6,2,,22-20,4,8.5,Lester,Liriano,,2:32,N,38144,.77,+++,
43,"Friday, May 21",boxscore,BOS,@,PHI,L,1,5,,22-21,4,8.5,Hamels,Lackey,Romero,2:53,N,45341,.91,-,
44,"Saturday, May 22",boxscore,BOS,@,PHI,W,5,0,,23-21,4,8.5,Matsuzaka,Kendrick,,2:56,N,45310,.82,+,
45,"Sunday, May 23",boxscore,BOS,@,PHI,W,8,3,,24-21,4,8.5,Wakefield,Halladay,,2:38,D,45068,.81,++,
46,"Monday, May 24",boxscore,BOS,@,TBR,W,6,1,,25-21,4,7.5,Buchholz,Davis,,3:08,N,21430,1.10,+++,
47,"Tuesday, May 25",boxscore,BOS,@,TBR,W,2,0,,26-21,4,6.5,Lester,Shields,Papelbon,2:53,N,24310,1.31,++++,
48,"Wednesday, May 26",boxscore,BOS,@,TBR,W,11,3,,27-21,3,5.5,Lackey,Garza,,3:23,N,22147,1.34,+++++,
49,"Thursday, May 27",boxscore,BOS,,KCR,L,3,4,,27-22,3,6.5,Bannister,Matsuzaka,Soria,3:03,N,37940,1.15,-,
50,"Friday, May 28",boxscore,BOS,,KCR,L,5,12,,27-23,4,6.5,Davies,Wakefield,,3:05,N,37945,1.11,--,
51,"Saturday, May 29",boxscore,BOS,,KCR,W,1,0,,28-23,4,6.5,Buchholz,Greinke,Papelbon,2:46,N,37956,1.04,+,
52,"Sunday, May 30",boxscore,BOS,,KCR,W,8,1,,29-23,4,5.5,Lester,Thompson,,2:46,D,37581,1.10,++,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
53,"Tuesday, Jun 1",boxscore,BOS,,OAK,W,9,4,,30-23,4,5.0,Lackey,Ross,,3:29,N,37337,1.17,+++,
54,"Wednesday, Jun 2",boxscore,BOS,,OAK,W,6,4,,31-23,3,5.0,Matsuzaka,Sheets,Papelbon,2:53,N,37783,1.16,++++,
55,"Thursday, Jun 3",boxscore,BOS,,OAK,L,8,9,,31-24,3,5.5,Mazzaro,Wakefield,Bailey,3:17,D,37386,1.24,-,
56,"Friday, Jun 4",boxscore,BOS,@,BAL,W,11,0,,32-24,3,4.5,Buchholz,Tillman,,3:01,N,30070,1.09,+,
57,"Saturday, Jun 5",boxscore,BOS,@,BAL,W,8,2,,33-24,3,3.5,Lester,Guthrie,,3:14,N,40001,1.18,++,
58,"Sunday, Jun 6",boxscore,BOS,@,BAL,L-wo,3,4,11,33-25,3,4.5,Hernandez,Okajima,,4:20,D,27774,1.28,-,
59,"Monday, Jun 7",boxscore,BOS,@,CLE,W,4,1,,34-25,3,4.0,Matsuzaka,Hernández,,3:00,N,14758,1.21,+,
60,"Tuesday, Jun 8",boxscore,BOS,@,CLE,W,3,2,,35-25,3,4.0,Wakefield,Huff,Bard,2:56,N,15462,1.28,++,
61,"Wednesday, Jun 9",boxscore,BOS,@,CLE,L,0,11,,35-26,3,5.0,Masterson,Buchholz,,2:42,N,14022,1.29,-,
62,"Thursday, Jun 10",boxscore,BOS,@,CLE,L-wo,7,8,,35-27,3,5.0,Wood,Bard,,3:48,N,20446,1.23,--,
63,"Friday, Jun 11",boxscore,BOS,,PHI,W,12,2,,36-27,3,4.0,Lackey,Moyer,,2:43,N,38021,1.19,+,
64,"Saturday, Jun 12",boxscore,BOS,,PHI,W,10,2,,37-27,3,4.0,Delcarmen,Blanton,,3:20,D,37061,1.27,++,
65,"Sunday, Jun 13",boxscore,BOS,,PHI,L,3,5,,37-28,3,4.0,Hamels,Wakefield,Lidge,2:57,D,37230,1.25,-,
66,"Tuesday, Jun 15",boxscore,BOS,,ARI,W,6,3,,38-28,3,4.0,Buchholz,Kennedy,Papelbon,3:02,N,37459,1.21,+,
67,"Wednesday, Jun 16",boxscore,BOS,,ARI,W,6,2,,39-28,3,3.0,Lester,Lopez,Papelbon,2:48,N,37452,1.23,++,
68,"Thursday, Jun 17",boxscore,BOS,,ARI,W,8,5,,40-28,3,2.0,Lackey,Haren,,3:24,N,37544,1.29,+++,
69,"Friday, Jun 18",boxscore,BOS,,LAD,W,10,6,,41-28,3,1.0,Doubront,Monasterios,Bard,3:18,N,37723,1.39,++++,
70,"Saturday, Jun 19",boxscore,BOS,,LAD,W-wo,5,4,,42-28,3,1.0,Papelbon,Belisario,,3:07,D,37454,1.46,+++++,
71,"Sunday, Jun 20",boxscore,BOS,,LAD,W,2,0,,43-28,2,1.0,Buchholz,Kuroda,Papelbon,3:09,N,37430,1.43,++++++,
72,"Tuesday, Jun 22",boxscore,BOS,@,COL,L,1,2,,43-29,2,1.5,Chacín,Lester,Belisle,2:50,N,48112,1.45,-,
73,"Wednesday, Jun 23",boxscore,BOS,@,COL,L-wo,6,8,,43-30,2,2.5,Corpas,Papelbon,,2:57,N,48243,1.53,--,
74,"Thursday, Jun 24",boxscore,BOS,@,COL,W,13,11,10,44-30,2,2.0,Papelbon,Street,,4:48,N,48582,1.48,+,
75,"Friday, Jun 25",boxscore,BOS,@,SFG,L,4,5,,44-31,2,3.0,Sánchez,Wakefield,Wilson,3:15,N,41182,1.50,-,
76,"Saturday, Jun 26",boxscore,BOS,@,SFG,W,4,2,,45-31,2,2.0,Atchison,Bumgarner,Papelbon,2:46,D,42178,1.52,+,
77,"Sunday, Jun 27",boxscore,BOS,@,SFG,W,5,1,,46-31,2,2.0,Lester,Lincecum,,2:51,D,41528,1.51,++,
78,"Tuesday, Jun 29",boxscore,BOS,,TBR,W,8,5,,47-31,2,1.0,Lackey,Shields,Papelbon,3:30,N,38013,1.99,+++,
79,"Wednesday, Jun 30",boxscore,BOS,,TBR,L,4,9,,47-32,2,1.0,Garza,Matsuzaka,,3:35,N,38055,1.99,-,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
80,"Friday, Jul 2",boxscore,BOS,,BAL,W,3,2,,48-32,2,0.5,Wakefield,Bergesen,Papelbon,2:07,N,38067,1.59,+,
81,"Saturday, Jul 3",boxscore,BOS,,BAL,W,9,3,,49-32,2,0.5,Lester,Guthrie,,2:56,N,38106,1.54,++,
82,"Sunday, Jul 4",boxscore,BOS,,BAL,L,1,6,,49-33,2,1.5,Matusz,Lackey,,2:48,D,37742,1.60,-,
83,"Monday, Jul 5",boxscore,BOS,@,TBR,L,5,6,,49-34,3,2.5,Choate,Ramirez,Soriano,3:40,N,28528,2.07,--,
84,"Tuesday, Jul 6",boxscore,BOS,@,TBR,L,2,3,,49-35,3,3.5,Niemann,Doubront,Soriano,3:22,N,19902,2.08,---,
85,"Wednesday, Jul 7",boxscore,BOS,@,TBR,L,4,6,,49-36,3,4.5,Price,Wakefield,Garza,3:10,N,24356,2.13,----,
86,"Friday, Jul 9",boxscore,BOS,@,TOR,W,14,3,,50-36,3,5.0,Lester,Romero,,3:13,N,27567,1.45,+,
87,"Saturday, Jul 10",boxscore,BOS,@,TOR,L,5,9,,50-37,3,5.0,Camp,Lackey,Gregg,3:29,D,35037,1.56,-,
88,"Sunday, Jul 11",boxscore,BOS,@,TOR,W,3,2,,51-37,3,5.0,Matsuzaka,Litsch,Papelbon,2:32,D,26062,1.50,+,
89,"Thursday, Jul 15",boxscore,BOS,,TEX,L,2,7,,51-38,3,5.5,Hunter,Wakefield,,3:11,N,38062,1.47,-,
90,"Friday, Jul 16",boxscore,BOS,,TEX,L,4,8,,51-39,3,6.5,Lewis,Doubront,,3:21,N,37669,1.37,--,
91,"Saturday, Jul 17",boxscore,BOS,,TEX,W-wo,3,2,11,52-39,3,5.5,Delcarmen,Ogando,,2:58,N,37744,1.34,+,
92,"Sunday, Jul 18",boxscore,BOS,,TEX,L,2,4,,52-40,3,6.5,Wilson,Lester,Feliz,2:57,D,37431,1.33,-,
93,"Monday, Jul 19",boxscore,BOS,@,OAK,W,2,1,,53-40,3,6.0,Matsuzaka,Sheets,Papelbon,2:40,N,19341,1.33,+,
94,"Tuesday, Jul 20",boxscore,BOS,@,OAK,L-wo,4,5,10,53-41,3,6.0,Bailey,Ramirez,,3:30,N,20271,1.33,-,
95,"Wednesday, Jul 21",boxscore,BOS,@,OAK,L,4,6,,53-42,3,7.0,Gonzalez,Buchholz,Wuertz,3:02,D,30456,1.33,--,
96,"Thursday, Jul 22",boxscore,BOS,@,SEA,W,8,6,13,54-42,3,7.0,Okajima,Olson,Ramirez,3:57,N,28074,1.17,+,
97,"Friday, Jul 23",boxscore,BOS,@,SEA,W,2,1,,55-42,3,7.0,Atchison,Vargas,Papelbon,2:37,N,34932,1.23,++,
98,"Saturday, Jul 24",boxscore,BOS,@,SEA,L,1,5,,55-43,3,7.0,Seddon,Lester,Olson,2:35,N,43694,1.36,-,
99,"Sunday, Jul 25",boxscore,BOS,@,SEA,L,2,4,,55-44,3,8.0,League,Okajima,Aardsma,3:01,D,40001,1.27,--,
100,"Monday, Jul 26",boxscore,BOS,@,LAA,W,6,3,,56-44,3,8.0,Buchholz,Haren,Papelbon,3:21,N,40364,1.19,+,
101,"Tuesday, Jul 27",boxscore,BOS,@,LAA,W,4,2,,57-44,3,7.0,Lackey,Weaver,Papelbon,3:04,N,40120,1.20,++,
102,"Wednesday, Jul 28",boxscore,BOS,@,LAA,W,7,3,,58-44,3,7.0,Beckett,Rodney,,3:36,D,44052,1.17,+++,
103,"Friday, Jul 30",boxscore,BOS,,DET,L,5,6,,58-45,3,7.5,Weinhardt,Lester,,3:49,N,37832,1.09,-,
104,"Saturday, Jul 31",boxscore,BOS,,DET,W-wo,5,4,,59-45,3,7.5,Okajima,Coke,,3:29,D,37498,1.01,+,
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
105,"Sunday, Aug 1",boxscore,BOS,,DET,W-wo,4,3,,60-45,3,6.5,Papelbon,Thomas,,2:48,D,37479,1.15,++,
106,"Monday, Aug 2",boxscore,BOS,,CLE,L,5,6,,60-46,3,6.5,Hernández,Lackey,Perez,3:18,N,37931,1.20,-,
107,"Tuesday, Aug 3",boxscore,BOS,,CLE,W,3,1,,61-46,3,6.5,Beckett,Huff,Papelbon,2:41,N,37714,1.04,+,
108,"Wednesday, Aug 4",boxscore,BOS,,CLE,L,1,9,,61-47,3,6.5,Masterson,Lester,,3:07,N,37902,1.21,-,
109,"Thursday, Aug 5",boxscore,BOS,,CLE,W,6,2,,62-47,3,6.0,Matsuzaka,Tomlin,Papelbon,3:00,N,38102,1.09,+,
110,"Friday, Aug 6",boxscore,BOS,@,NYY,W,6,3,,63-47,3,5.0,Buchholz,Vazquez,Papelbon,3:17,N,49555,1.70,++,
111,"Saturday, Aug 7",boxscore,BOS,@,NYY,L,2,5,,63-48,3,6.0,Sabathia,Lackey,Rivera,2:47,D,49716,2.03,-,
112,"Sunday, Aug 8",boxscore,BOS,@,NYY,L,2,7,,63-49,3,7.0,Moseley,Beckett,,3:04,N,49096,1.73,--,
113,"Monday, Aug 9",boxscore,BOS,@,NYY,W,2,1,,64-49,3,6.0,Lester,Hughes,Papelbon,3:33,D,49476,1.61,+,
114,"Tuesday, Aug 10",boxscore,BOS,@,TOR,W,7,5,,65-49,3,5.0,Doubront,Camp,Papelbon,3:11,N,27690,1.45,++,
115,"Wednesday, Aug 11",boxscore,BOS,@,TOR,W,10,1,,66-49,3,5.0,Buchholz,Marcum,,3:00,N,28308,1.54,+++,
116,"Thursday, Aug 12",boxscore,BOS,@,TOR,L-wo,5,6,,66-50,3,6.0,Gregg,Papelbon,,2:53,D,36271,1.64,-,
117,"Friday, Aug 13",boxscore,BOS,@,TEX,L-wo,9,10,11,66-51,3,6.0,O'Day,Wakefield,,4:10,N,47195,1.46,--,
118,"Saturday, Aug 14",boxscore,BOS,@,TEX,W,3,1,,67-51,3,6.0,Lester,Lewis,Doubront,2:56,N,48030,1.48,+,
119,"Sunday, Aug 15",boxscore,BOS,@,TEX,L,3,7,,67-52,3,6.0,Wilson,Matsuzaka,,2:58,D,30252,1.49,-,
120,"Tuesday, Aug 17",boxscore,BOS,,LAA,W,6,0,,68-52,3,5.5,Buchholz,Weaver,,2:43,N,38304,1.34,+,
121,"Wednesday, Aug 18",boxscore,BOS,,LAA,W,7,5,,69-52,3,5.5,Lackey,Jepsen,Papelbon,3:11,N,37779,1.37,++,
122,"Thursday, Aug 19",boxscore,BOS,,LAA,L,2,7,,69-53,3,6.5,Santana,Beckett,,3:06,N,37641,1.37,-,
123,"Friday, Aug 20",boxscore,BOS,,TOR,L,2,16,,69-54,3,6.5,Cecil,Lester,,3:02,N,37726,1.28,--,
124,"Saturday, Aug 21",boxscore,BOS,,TOR,W-wo,5,4,11,70-54,3,6.5,Papelbon,Janssen,,3:23,N,37614,1.23,+,
125,"Sunday, Aug 22",boxscore,BOS,,TOR,W,5,0,,71-54,3,6.5,Buchholz,Marcum,Doubront,2:45,D,37506,1.27,++,
126,"Monday, Aug 23",boxscore,BOS,,SEA,W,6,3,,72-54,3,5.5,Lackey,Fister,Papelbon,2:21,N,37133,1.22,+++,
127,"Wednesday, Aug 25 (1)",boxscore,BOS,,SEA,W,5,3,,73-54,3,5.5,Beckett,Pauley,Papelbon,2:44,D,37183,1.17,++++,2010-08-24 (Rain)
128,"Wednesday, Aug 25 (2)",boxscore,BOS,,SEA,L,2,4,,73-55,3,5.5,Hernández,Wakefield,League,2:41,N,37451,1.27,-,
129,"Friday, Aug 27",boxscore,BOS,@,TBR,W,3,1,,74-55,3,4.5,Lester,Price,Papelbon,2:55,N,29461,1.86,+,
130,"Saturday, Aug 28",boxscore,BOS,@,TBR,L-wo,2,3,10,74-56,3,5.5,Choate,Atchison,,3:17,N,36973,2.24,-,
131,"Sunday, Aug 29",boxscore,BOS,@,TBR,L,3,5,,74-57,3,6.5,Shields,Lackey,Soriano,2:52,N,23438,1.86,--,
132,"Tuesday, Aug 31",boxscore,BOS,@,BAL,L,2,5,,74-58,3,8.0,Matusz,Beckett,Uehara,2:58,N,18247,.82,---,
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
133,"Wednesday, Sep 1",boxscore,BOS,@,BAL,W,9,6,,75-58,3,8.0,Lester,Hendrickson,Papelbon,3:37,N,16210,.68,+,
134,"Thursday, Sep 2",boxscore,BOS,@,BAL,W,6,4,,76-58,3,8.0,Matsuzaka,Bergesen,Papelbon,3:06,N,26954,.70,++,
135,"Saturday, Sep 4 (1)",boxscore,BOS,,CHW,L,1,3,,76-59,3,10.0,Danks,Buchholz,Jenks,2:53,D,37411,.62,-,2010-09-03 (Rain)
136,"Saturday, Sep 4 (2)",boxscore,BOS,,CHW,L,1,3,,76-60,3,10.0,Floyd,Lackey,Jenks,3:03,N,37858,.45,--,
137,"Sunday, Sep 5",boxscore,BOS,,CHW,L,5,7,,76-61,3,10.0,Linebrink,Papelbon,Thornton,4:05,D,37570,.37,---,
138,"Monday, Sep 6",boxscore,BOS,,TBR,W,12,5,,77-61,3,9.0,Lester,Niemann,,3:29,N,37546,.54,+,
139,"Tuesday, Sep 7",boxscore,BOS,,TBR,L,5,14,,77-62,3,9.0,Price,Matsuzaka,,3:16,N,37290,.77,-,
140,"Wednesday, Sep 8",boxscore,BOS,,TBR,W,11,5,,78-62,3,9.0,Wakefield,Garza,,3:17,N,37757,.41,+,
141,"Friday, Sep 10",boxscore,BOS,@,OAK,L,0,5,,78-63,3,9.0,Cahill,Buchholz,,2:43,N,19139,.37,-,
142,"Saturday, Sep 11",boxscore,BOS,@,OAK,L,3,4,,78-64,3,9.0,Anderson,Lackey,Bailey,2:42,N,22932,.25,--,
143,"Sunday, Sep 12",boxscore,BOS,@,OAK,W,5,3,,79-64,3,8.0,Beckett,Braden,Papelbon,2:59,D,19806,.16,+,
144,"Monday, Sep 13",boxscore,BOS,@,SEA,W,5,1,,80-64,3,7.5,Lester,Fister,,2:23,N,19063,.29,++,
145,"Tuesday, Sep 14",boxscore,BOS,@,SEA,W,9,6,,81-64,3,7.0,Hill,League,,3:18,N,18381,.42,+++,
146,"Wednesday, Sep 15",boxscore,BOS,@,SEA,W,5,1,,82-64,3,6.5,Buchholz,Pauley,,2:45,D,21936,.51,++++,
147,"Friday, Sep 17",boxscore,BOS,,TOR,L,9,11,,82-65,3,7.0,Cecil,Lackey,Gregg,3:17,N,37679,.65,-,
148,"Saturday, Sep 18",boxscore,BOS,,TOR,L,3,4,,82-66,3,8.0,Romero,Beckett,Gregg,3:16,N,37863,.40,--,
149,"Sunday, Sep 19",boxscore,BOS,,TOR,W,6,0,,83-66,3,7.0,Lester,Marcum,,2:37,D,37234,.12,+,
150,"Monday, Sep 20",boxscore,BOS,,BAL,L,2,4,,83-67,3,8.0,Hernandez,Matsuzaka,Uehara,3:12,N,37560,.29,-,
151,"Tuesday, Sep 21",boxscore,BOS,,BAL,L,1,9,,83-68,3,9.0,Bergesen,Atchison,,3:28,N,37464,.13,--,
152,"Wednesday, Sep 22",boxscore,BOS,,BAL,W,6,1,,84-68,3,8.0,Lackey,Millwood,,2:44,N,37729,.08,+,
153,"Friday, Sep 24",boxscore,BOS,@,NYY,W,10,8,,85-68,3,7.0,Beckett,Pettitte,Papelbon,3:14,N,49457,.11,++,
154,"Saturday, Sep 25",boxscore,BOS,@,NYY,W,7,3,,86-68,3,7.0,Lester,Nova,,3:27,D,49558,.20,+++,
155,"Sunday, Sep 26",boxscore,BOS,@,NYY,L-wo,3,4,10,86-69,3,7.0,Logan,Okajima,,3:50,N,49199,.43,-,
156,"Monday, Sep 27",boxscore,BOS,@,CHW,W,6,1,,87-69,3,6.0,Buchholz,Buehrle,,2:42,N,19750,.03,+,
157,"Tuesday, Sep 28",boxscore,BOS,@,CHW,L-wo,4,5,,87-70,3,7.0,Sale,Bowden,,3:10,N,16982,.11,-,
158,"Wednesday, Sep 29",boxscore,BOS,@,CHW,L,2,5,,87-71,3,7.0,García,Beckett,Thornton,2:32,N,32084,.00,--,
159,"Thursday, Sep 30",boxscore,BOS,@,CHW,L,2,8,,87-72,3,7.0,Danks,Lester,,2:57,N,30854,.00,---,
Gm#,October,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
160,"Saturday, Oct 2 (1)",boxscore,BOS,,NYY,L,5,6,10,87-73,3,7.0,Hughes,Papelbon,Rivera,4:18,D,37467,.00,----,2010-10-01 (Rain)
161,"Saturday, Oct 2 (2)",boxscore,BOS,,NYY,W-wo,7,6,10,88-73,3,7.0,Manuel,Nova,,4:00,N,37589,.00,+,
162,"Sunday, Oct 3",boxscore,BOS,,NYY,W,8,4,,89-73,3,7.0,Lackey,Moseley,,3:09,D,37453,.00,++,
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
